"Ctrl_1"	"CD_1"	"Ctrl_2"	"CD_2"	"Ctrl_3"	"CD_3"
"hp325"	5.60857098612193	4.84634539671473	4.70102219358219	4.5	4.98817726817627	4.5
"hp327"	4.5	4.7887211126911	4.5	4.5	4.5	4.5
"hp328"	6.56093469939669	6.39126988005937	5.31867774677872	5.4577903045625	5.92172994078673	5.19095150109152
"hp329"	6.66406251543553	7.10726759708658	6.39091732769115	6.071186189753	6.35715676519859	5.98290887481761
"hp330"	6.74832886118379	4.5	6.25646030079473	5.74910528679363	6.47151418779742	5.08672283640123
"hp331"	5.07793693718667	5.85126982887117	4.5	4.5	4.63671464441404	4.5
"hp334"	4.70258004921118	6.43138580433478	5.45480261474282	5.30654344834508	4.56731817814531	6.13385892666402
"hp336"	4.5	4.57738464603058	4.5	4.5	4.5	4.5
"hp342"	8.83692599337133	6.00722385191391	8.15585749715014	7.62625162302321	8.42179522255898	7.57606822936614
"hp345"	7.20717286288649	4.94522173298866	6.75608797203888	6.43367456217658	8.0722896338181	6.37256877949439
"hp346"	4.5	5.2360613924052	4.5	4.71992817978763	4.5	4.5
"hp350"	6.0401467097633	4.72798198030295	5.09280590266678	5.0171218456036	5.41419835480438	4.5
"hp352"	5.89329664021574	4.5	4.5	4.5	5.30968403426001	4.5
"hp357"	7.83073701228094	8.13928587725215	6.65754346598533	6.62828119876284	7.46796084337962	6.78289737066476
"hp360"	5.32542413320595	6.2666723757004	5.6233785710512	4.91981138242929	5.63629659153266	4.87203275664277
"hp361"	4.5	5.22161962622696	4.54157696379872	4.97819623978597	4.5	5.10080771145918
"hp363"	8.36480222182579	5.58801815572858	7.79186094443426	7.35275255581642	8.17995602531108	7.15894192633621
"hp364"	4.5	4.9558303126833	4.5	4.5	4.5	4.5
"hp367"	5.24956299962255	6.01984745477601	4.57814403098402	5.35753332530145	4.5	5.31285081312526
"hp368"	6.03807217749525	4.59427785812394	5.48291278726099	5.25847502705456	6.26035942282172	4.96972539637958
"hp369"	4.5	7.53772233425565	4.5	4.5	4.5	4.5
"hp372"	5.03233046768345	4.74966395993547	4.5	4.5	4.5	4.5
"hp374"	7.53300713982664	7.48229485285629	7.30552282100724	6.86683646120308	7.47253755013504	7.10136969931845
"hp376"	8.76989176952101	5.89840862405029	7.70980605060868	7.49478090519868	8.17691977820696	7.39875086053922
"hp378"	4.5	5.24873123504291	4.5	4.5	4.5	4.5
"hp379"	5.38654698100175	4.5	4.7181592694876	4.5	4.64868010281463	4.5
"hp380"	4.80679880061159	4.5	4.5	4.5	4.5	4.5
"hp388"	4.51297732441053	4.5	4.5	4.5	4.5	4.5
"hp389"	8.35772407144394	7.14944945435001	7.32358265490724	7.34107243219056	7.79804652758442	7.30740820577508
"hp393"	4.80072073849204	4.56947951545136	4.5	4.5	4.5	4.5
"hp394"	4.5	4.68363461307403	4.5	5.03202333291317	4.5	4.55950032294344
"hp395"	6.61645880558493	5.9556789507124	5.98778845692511	5.58701652901489	6.1865906629538	5.7883308280244
"hp396"	4.75576350989367	4.5	4.5	4.5	4.5	4.5
"hp397"	7.39123746469268	7.25384108225981	6.59131376968362	6.49311696889839	6.67757307517918	6.45679605123536
"hp398"	5.21124418609277	6.94597911184389	4.9761208282655	4.70714510186128	4.81314639825587	4.67649923780913
"hp402"	4.5	5.75398018356131	4.5	4.5	4.5	4.5
"hp406"	6.94843245253699	6.12521593446154	5.76292021789748	6.0478708336672	6.46163534909054	5.60480996854341
"hp407"	7.08374537314656	6.33706902571898	6.41621538754979	5.97198527571408	6.21927099340059	6.11993006234163
"hp408"	7.20224646497412	6.38726401270638	6.31321782192583	6.15142747642423	6.42057523499733	6.1061682806014
"hp409"	8.97525188124591	4.5	6.46993686105654	7.565535965471	6.74529298786875	4.86488668088246
"hp411"	6.88682199437779	9.12813910087737	5.55951512739351	5.68730508977557	5.49587746357804	6.2948324618781
"hp412"	6.63125389312457	5.56936724422356	6.18989320068201	5.88639037535564	6.44513240617452	5.7166714097008
"hp417"	7.06868247987251	4.5	6.39127354153262	6.23394183432396	7.21572904769353	5.84565917923161
"hp418"	6.54489377753931	4.5	5.5703208769612	5.11040584661068	6.22369672719888	5.15092045843042
"hp420"	5.58383937084239	5.93257412506914	6.27830424409897	5.69023570274173	6.1830971438419	5.11815966307144
"hp422"	7.44046498967843	4.5	5.12855129073122	5.36148236563867	5.5810348286502	4.93458512079595
"hp423"	6.30528051663121	4.5	5.57754081115957	5.18505574153578	5.78464810500251	5.10865740411059
"hp425"	6.73647081145215	7.34603978628975	6.66057155886673	6.40874926198034	6.53884523130311	6.13077062823997
"hp426"	4.53080316506838	4.5	4.86665274182822	4.5	5.23967508019315	4.5
"hp427"	6.65889057032206	4.5	5.54256068705221	5.49947108219696	6.23412219945823	5.25305045648617
"hp429"	7.07274213341125	6.70538735681026	6.6482750999867	6.70545854390241	6.91330069635318	6.05441239152274
"hp430"	6.41682218950422	5.86291472578336	5.89790737584056	5.5003078170357	6.10840012587369	5.67122016164421
"hp434"	4.5	5.15244658235092	4.5	4.5	4.5	4.5
"hp436"	10.2196876181736	5.84626250293788	9.4166422488969	9.20412656040518	10.1702786608031	9.12121434917863
"hp440"	6.23293463825814	6.08463128481648	6.41214625082967	6.03244765613938	6.40634724050842	5.61588475182988
"hp445"	6.01397209505534	5.36680189869875	5.41678971793113	5.44307432296701	5.78166703677582	4.86929050642706
"hp446"	5.70898610142825	4.94559600237565	4.5	4.5	4.5	4.5
"hp448"	8.93325774806108	4.5	8.01849111156759	7.89334546967796	9.05505373379138	7.61988551162959
"hp453"	4.86488028036181	4.5	4.5	4.5	4.5	4.5
"hp454"	6.56901293869013	5.77616191793714	4.72036059626053	4.5	5.08826516999461	4.94217273864471
"hp457"	4.83120141715767	4.5	4.5	4.5	4.5	4.5
"hp461"	8.15870871383806	5.56480391979136	7.67813336174602	7.52147459694732	8.00638156446848	7.09269858990401
"hp465"	7.30881271322754	4.66198778001153	5.56767883585765	5.50767703540489	6.61155518710674	6.03946519628609
"hp467"	4.5	4.7317151528815	4.5	4.5	4.5	4.52034191987189
"hp469"	5.47837337350973	5.39990239791056	5.24265453797055	4.90787209190294	5.60476747112406	4.8817498108118
"hp470"	6.17791794532864	5.81063528081378	5.48456408820268	5.25298412227514	5.68939499090972	5.30252266760489
"hp471"	7.58405605534657	4.5	7.44588766408929	6.86961532552382	7.68859816634722	6.55636420190789
"hp472"	4.98204377573292	6.36731471069506	5.78944967371217	6.18569065054263	4.73292766896156	5.90459317402759
"hp473"	4.5	4.63314688957777	4.5	4.5	4.5	4.5
"hp474"	6.02617940551573	5.57165956458652	5.52958346314084	5.29517109911025	5.81471519720506	5.23530300310561
"hp475"	5.46853491878454	4.77746151685198	5.66181232910031	5.20885127069191	5.92406016231318	4.9118268375684
"hp476"	10.8503985273956	5.3892516929917	11.0513572667866	10.4934838455109	11.6832184184934	10.3391198374018
"hp478"	5.73414471115065	5.53805658061739	5.14362743161285	4.5	4.87939809748849	4.90810365496293
"hp480"	6.15705465385915	4.5	5.22413490607281	4.94555216628036	5.54934580446115	4.96209600997411
"hp482"	10.2717008401833	5.35100726254895	9.11496398128526	9.40791432105486	10.2456565925751	8.93528206584896
"hp484"	5.76054666754907	6.26208267054396	5.10332938543521	4.98081743982723	5.23306309673317	4.89032464855299
"hp487"	4.5	4.5	4.5	4.5	4.5	4.75726644266489
"hp493"	6.17800328486539	5.92213054628952	5.24356081629172	5.10585777609013	5.3411369525223	5.10981588761672
"hp494"	5.20472099828199	4.5	4.73161391136164	4.68035920149159	5.21884926976944	4.5
"hp496"	6.15001156303777	4.91616844236104	5.4743322085173	5.27807466675978	5.75699637717349	5.12865240417173
"hp497"	10.1655087751527	5.7914357784517	9.21883503967653	9.12439793324702	9.85417366815677	9.09981235664342
"hp499"	7.33642924655777	10.3983437735224	7.13550479289708	7.30178618403735	7.55703218175026	7.30743194037277
"hp501"	4.76938789334458	4.5	4.5	4.5	4.5	4.5
"hp502"	4.54430799619863	4.5	4.5	4.5	4.5	4.5
"hp503"	4.5	5.5852973813731	4.90213484452582	5.4459533413408	4.5	5.3971469991515
"hp505"	5.48808562256707	4.5	5.31314885365395	4.70314934041724	5.25898053628021	4.72481289267387
"hp510"	5.28630382028449	5.78856404777573	4.97831774579997	4.76638991783606	5.32786171725549	4.62946702125521
"hp511"	6.55555266608004	5.17918893172428	5.34378571874325	5.25137445268794	5.64642116939009	5.33092831891845
"hp512"	9.81816553540505	4.93962455046129	7.81143822866788	8.79363530551089	7.76190778914849	6.54432934571237
"hp514"	5.04724762744392	5.87864059632833	4.5	4.5	4.74613950887971	4.5
"hp515"	4.5	4.67607524699351	4.5	4.5	4.5	4.5
"hp516"	6.33877399289195	6.02250640706044	5.70553162118205	5.62522497820431	6.07218509911883	5.52393158270011
"hp518"	4.5	4.53206470630066	4.5	4.5	4.5	4.5
"hp519"	7.0390749143078	8.16818490866144	7.62538580710759	6.90517282904306	7.18557174126602	6.82977849645956
"hp520"	4.5	8.08966838588524	4.5	4.5	4.5	4.5
"hp521"	10.6119565221449	5.61518881322007	10.1951718552166	10.06045259639	11.0553872650578	9.91881503844634
"hp523"	5.94237361976243	7.36705942026202	6.87299559138439	7.15217601194632	5.70252753093106	7.13064224887892
"hp524"	7.37595204380024	4.5	6.66495797533846	6.95637971682902	7.24409128480736	5.87492026366793
"hp526"	4.89826678076553	4.5	4.82481962988676	4.83735623154768	5.17658315822	4.5
"hp529"	5.07880708927784	5.01167520085083	5.03203736340569	4.5	4.98990222920966	4.54913536806196
"hp530"	8.71389834617215	7.64679361909908	8.02791099778776	7.78574314114276	8.22393806574541	8.13868977866575
"hp533"	5.83425289854306	6.3973961287496	5.10648564118878	4.88698268318868	5.28013178153254	5.02044110958439
"hp535"	5.41696097766625	4.5	4.74662478231778	4.5	5.10013602097304	4.5
"hp536"	4.94815814742156	4.5	4.5	4.5	4.5	4.5
"hp537"	6.16985280695061	6.10188178005693	5.30102819436351	5.28451977114681	5.25038903071874	4.98292556874049
"hp540"	6.7378985184853	6.33240153231618	6.42370154273849	5.95936194748553	6.23803282563664	6.11166118565156
"hp541"	4.98587683853657	4.79278173515545	4.61819862365716	4.5	4.59689268645769	4.5
"hp542"	9.68061866927166	8.19775817730646	9.09968306776129	9.04302747819413	9.57307134726748	9.23971171640583
"hp544"	7.67483504315398	6.62400593147249	6.68844214926361	6.74652235769338	7.42648527282491	6.9498325744005
"hp545"	5.93919322931349	5.02749863512862	4.5	4.5669072157707	5.09853197711374	4.560950769877
"hp546"	4.5	4.57902320816297	4.5	4.5	4.5	4.5
"hp547"	4.5	4.90689675690601	4.5	5.03099367404711	4.5	4.8290652084854
"hp548"	8.01961227334098	4.5	7.48056633722763	7.30919355766308	8.58077808181943	7.39668691714946
"hp549"	4.5	4.5	4.5	4.5	4.5	5.28564555036264
"hp551"	7.51886253865681	4.5	6.93707815304823	7.18634060529448	7.89704820637757	6.33181338669821
"hp552"	9.38630020495606	5.02808750042635	9.39962381971179	8.89236835233946	10.2149888883546	9.28976150984176
"hp553"	4.98561993412371	4.5	5.10756247474291	4.6613220544544	5.58112034599881	4.5848440781024
"hp556"	7.50946688086831	8.2597678208973	8.06740510001108	7.44952987559491	7.72173539094104	7.47265350052695
"hp557"	4.63574553620596	6.22842731859663	5.22041436143803	5.53370470572615	5.20799019280993	6.05617802676259
"hp558"	8.14516823737017	6.24235205797146	7.00855420856204	7.27819767075794	7.73977223339903	7.12916582375983
"hp562"	4.5	5.21123888267422	4.5	4.53047313923799	4.5	5.29870825934254
"hp565"	6.3445605454387	5.06464002692631	5.12083231101889	5.40337586106303	5.64853627888545	4.96957662565881
"hp567"	9.06171100918779	5.4000362623894	9.45032669033532	9.04293190803555	10.050503067974	8.99435156324203
"hp568"	8.38590222418076	6.33084379585309	7.6440091343197	7.37097330496234	7.97184638752184	7.79112906107617
"hp571"	5.98756738435785	7.4426971481495	6.35101662596335	6.63374696800112	6.04952617480158	6.42072672975856
"hp572"	5.12443050447417	6.60931973638344	5.28376520316094	5.17608103969685	5.00318803162721	4.98066297210882
"hp573"	4.5	4.74799107035606	4.5	4.5	4.5	4.5
"hp574"	4.90912738223439	7.13010013711009	4.50310116391197	4.5	4.5	4.5
"hp575"	5.78938316667994	5.35799821417627	5.80401835097995	5.25990783898465	5.7579943320612	5.34748346183906
"hp578"	6.67479498757642	6.88304373716704	6.3267501394844	6.1897120712822	6.51414856301011	6.10659462247027
"hp579"	4.58318162954512	6.0755001953043	5.38263051859897	5.60927718090416	4.82731246804435	5.72132080488788
"hp581"	8.09187225172656	7.18946166685437	7.3854614037269	7.07826234528467	7.50925665690847	7.54711563782471
"hp582"	4.51133707849231	4.5	4.5	4.5	4.5	4.5
"hp583"	8.68151847708141	7.99104643880017	7.8636432133051	7.67916641675634	8.24325121947943	8.23304129698773
"hp584"	6.71160701259012	5.41628934572304	5.67929323872893	5.59674337649226	5.94076726423527	5.68447767788705
"hp585"	4.95732070309497	4.67148668994214	4.5	4.5	4.5	4.5
"hp586"	4.5	4.7104896864738	4.5	4.53851142035937	4.5	4.5
"hp587"	6.64491446722868	4.5	6.48188458702319	6.3938921327459	7.45184471981442	6.16368688801182
"hp589"	9.1778184375537	5.20700617974829	8.65744497016166	8.76332370370528	9.46304932768333	8.51688406415791
"hp590"	6.47844504439404	4.5	6.3410727434955	5.9228507701002	6.00102476228177	5.41681744775986
"hp593"	5.22175905687869	4.5	4.91090267201313	4.61822553384469	5.0003676216453	4.5
"hp596"	5.03832889399424	5.24457219902289	5.87992821575838	4.6380793757896	5.39990260560205	5.09701801927929
"hp597"	7.5043444585687	4.5	8.94750164059361	8.25582668583698	8.36510012008543	7.11244532856317
"hp598"	4.5	4.53456325960719	4.5	4.5	4.50681706377548	4.5
"hp601"	5.88921826303772	4.5	6.36021602607714	5.8776753807002	6.85306009682767	5.68457330033434
"hp602"	4.5	4.5	4.5	4.5	4.52617960004219	4.5
"hp605"	5.70584372063086	4.5	4.89080305214214	4.64329627827425	4.94673053147024	4.55068673082294
"hp606"	4.5	6.03651077692196	5.52539194101207	5.71701392099893	4.80004007157324	5.58534992568284
"hp607"	4.5	4.66620757387042	4.5	4.5	4.5	4.5
"hp608"	4.5	4.5	4.91015121411894	4.5	4.5	4.5
"hp611"	7.55024967023307	6.37896529264204	6.87394063229825	6.93209579545242	7.1614937653287	6.74065814169865
"hp612"	8.4310393662431	5.33396995485142	8.22032903396158	8.52328966618725	9.2450165214445	7.91637699363708
"hp613"	7.00108763322442	4.89618155289026	6.16173262683432	6.3144028573318	6.15761346875326	5.61086760744194
"hp615"	4.51548654551482	4.5	4.5	4.5	4.5	4.5
"hp616"	4.5	5.27796133832738	4.5	4.5	4.5	4.8162939729511
"hp617"	4.5	4.5	4.5	4.5	4.56419028028889	4.5
"hp620"	7.28866059915728	4.5	7.22410094239619	7.18528293874898	8.0767438385519	6.75270940728664
"hp621"	5.71160036297621	5.07522580668545	5.56252507495852	5.04514196717536	5.3845059633981	5.12637488046001
"hp622"	8.14165804168792	8.261123788403	8.10465209335556	7.7708933703272	7.9136900004032	7.86850667623615
"hp627"	5.74156534258632	4.96317661323092	5.1917226078598	5.43910176102891	5.7844584099132	4.7328953027706
"hp628"	8.26601100850477	4.5	8.24373147968402	8.23053248579771	8.31609936413934	7.4286421664901
"hp629"	6.90857920143351	7.27264442759145	6.31723809709724	6.07017478914174	6.36968932210536	6.31631614464579
"hp630"	5.63101811200598	5.14825685795931	5.40986477169008	5.17233263073723	5.47016494476929	4.93022695603524
"hp631"	6.57536328364717	5.22856564998829	5.05873596525266	4.6402493127275	5.3971764737205	5.60337309896607
"hp633"	4.5	5.52707340877086	4.5	4.5	4.5	4.5
"hp635"	7.44346595686545	5.67319573622001	7.42441607974941	7.26597094261081	7.37374503644851	6.81517973623114
