"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f8201",-0.19753043342829,7.57777356486956,-6.00429767145233,2.15286213124758e-05,0.000166141098122345,2.41570144600259
"f7207",0.174420918144683,8.04514330620346,5.99972134776585,2.17107525126397e-05,0.000167222240925429,2.40704175953321
"f6926",0.595294627926755,9.36987296753038,5.99924604232211,2.17297606630527e-05,0.000167222240925429,2.40614219050861
"f4673",-0.178975665734518,9.87062165324166,-5.99906618976594,2.17369577403493e-05,0.000167222240925429,2.40580179156172
"f372",-0.217450320344437,9.56404969093245,-5.9990606432699,2.17371797313505e-05,0.000167222240925429,2.40579129388731
"f8553",0.185347021088509,8.84508968789737,5.99780851301174,2.17873549640518e-05,0.000167448126430638,2.40342132370019
"f8099",0.299459022322599,9.69918625525163,5.99747298774671,2.18008205547361e-05,0.000167448126430638,2.40278622304801
"f1530",-0.255661901937245,9.75667270007503,-5.9956518973529,2.18740572973298e-05,0.000167878664410771,2.39933890485025
"f4384",0.272917576695052,7.2779911260121,5.99383752180243,2.19472785470124e-05,0.000168308407695692,2.39590386413129
"f3405",0.302238435602145,8.0020449372023,5.99310443206816,2.19769355194683e-05,0.00016840365492173,2.39451582964261
"f1964",-0.179891254142078,8.22105661549717,-5.98699582859281,2.22256844262492e-05,0.00017017628279346,2.38294703337163
"f5294",-0.224858194955134,9.14801541023655,-5.98543341103324,2.22897768771811e-05,0.00017053337516841,2.37998725697887
"f9172",0.26206319601415,8.16195275235494,5.98140833256185,2.24557780944713e-05,0.000171668976512507,2.3723608451702
"f732",-0.270404448236905,9.3493424732479,-5.9774295998542,2.26211320497588e-05,0.000172797857799956,2.36482015537059
"f6416",0.336320542299435,7.01037399056777,5.97594182035351,2.26832882300698e-05,0.00017313728594358,2.36199990885284
"f4310",0.244648758494163,8.31260412841493,5.9697617632632,2.29433851134907e-05,0.00017498584899204,2.35028183593293
"f4173",0.303234141067215,6.42055062472712,5.96836407808515,2.30026376876729e-05,0.000175300912799192,2.34763097556267
"f1602",0.25488621632053,8.67523467843963,5.9670524860858,2.30583852361371e-05,0.000175588794822338,2.3451431672683
"f6961",0.268449994174356,8.86656861627237,5.96518754002984,2.31378944486107e-05,0.000176057031746828,2.3416053769796
"f9111",-0.251853424820755,9.90829716613545,-5.96471710437346,2.31579957745103e-05,0.000176072855032658,2.34071289167754
"f5837",0.200019445282102,11.0098583753269,5.95534272873078,2.35623645242788e-05,0.00017900801042162,2.32292228482454
"f2040",0.227380038517028,11.3235173882316,5.95389634507666,2.36254059434196e-05,0.000179347487231709,2.32017632624636
"f8985",0.178041793690174,7.90388301062329,5.95339752898316,2.36471877696273e-05,0.000179373466233897,2.31922926067786
"f5485",-0.26060102106862,8.31194049083345,-5.95183824341852,2.37154119426938e-05,0.000179629844891109,2.3162685494771
"f10334",-0.303059644635087,6.56260402187827,-5.95178469658941,2.37177584349571e-05,0.000179629844891109,2.31616687117685
"f6378",0.216830584594518,9.13980945318449,5.94641180976078,2.39544372380548e-05,0.000181205423955981,2.30596256764909
"f6485",0.544963064558874,6.37491454920352,5.94622100814066,2.39628871802587e-05,0.000181205423955981,2.30560012365532
"f3756",-0.261361403372927,9.8347897133181,-5.94175431641535,2.41615896057979e-05,0.000182566690215503,2.29711390114033
"f5893",-0.25731839812681,7.27221733327757,-5.93773105151595,2.43420326739531e-05,0.000183734865121525,2.28946790923276
"f4262",-0.230291794810041,7.77956602388594,-5.93746970303086,2.43538024905195e-05,0.000183734865121525,2.28897115779519
"f1783",-0.207147618353659,9.10686131389664,-5.93478459176975,2.44750696128164e-05,0.000184507276325013,2.28386698482149
"f9508",0.219151695981939,8.60560325038817,5.93341921165333,2.45369746324698e-05,0.000184831335512128,2.28127114987781
"f4828",-0.335304384393167,8.7691554110629,-5.92815785225204,2.47770460754243e-05,0.000186495947732585,2.2712660775311
"f457",-0.274369197693531,9.99666849159972,-5.92521201887733,2.49125272495674e-05,0.000187262490834158,2.26566266392839
"f7534",-0.301995576957394,10.0697420488598,-5.9251102837123,2.49172198653435e-05,0.000187262490834158,2.26546912828462
"f4891",-0.264087710030095,9.23440941010337,-5.92227736095778,2.5048260458532e-05,0.000188102616971451,2.26007938264782
"f10049",0.201442634902335,9.31520963686854,5.91819222370417,2.52384867424678e-05,0.000189385572560607,2.25230540861335
"f9273",-0.255085102373023,9.31708459574189,-5.91456466823208,2.54086645091869e-05,0.000190516233503267,2.24540038561121
"f5160",0.270813498113027,7.61605773403814,5.91402940300177,2.54338759669238e-05,0.000190559024690833,2.24438136741683
"f4802",0.452340664567053,9.69379660470364,5.91139053103196,2.55585498310339e-05,0.000191346384558775,2.239357035107
"f1330",0.202248740070239,10.0638550856133,5.91044857877749,2.5603206215666e-05,0.000191533939300963,2.23756336702593
"f348",0.170412040265509,9.56120619640573,5.90438998720588,2.58923793425194e-05,0.000193505298113827,2.22602382109873
"f9828",0.231272749259226,9.17398369726218,5.90409929914655,2.59063387853517e-05,0.000193505298113827,2.22547003968387
"f8135",-0.587608949613398,5.00803459589161,-5.90111948802717,2.60498874523152e-05,0.000194428877317891,2.2197926541878
"f1870",0.20067111451834,9.71357294168584,5.8948448272864,2.63548715617698e-05,0.000196407279337638,2.20783387228972
"f10369",-0.320541260146434,7.63969444815556,-5.89483886601037,2.63551630718162e-05,0.000196407279337638,2.20782250835123
