"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f9289",-0.0504323631477739,10.8796661475228,-1.64859044802557,0.119462685172722,0.263882078710716,-5.7092356151621
"f8949",-0.063827746538168,9.80696451740536,-1.64746972123358,0.119694932771297,0.26433532847549,-5.71089271593322
"f5168",-0.0508292844535045,9.49511709259151,-1.64716285420821,0.11975859240297,0.264416146390287,-5.71134631078438
"f6727",0.129929055684244,9.10305397021486,1.6465292922334,0.119890117180495,0.264646734038281,-5.71228262250831
"f2780",-0.0786574514786675,9.25234340615367,-1.64607644126014,0.119984203296177,0.264794593675999,-5.71295171575151
"f5675",-0.0669989610712918,10.4552969878219,-1.64514689906241,0.120177527774565,0.265141042215061,-5.71432472383337
"f3162",-0.0755328941888873,8.00703057063801,-1.64506072699353,0.120195463251843,0.265141042215061,-5.71445197942568
"f10665",-0.0750795683951413,7.50041502997168,-1.64447489186286,0.120317457477616,0.265350239177495,-5.71531699473085
"f8866",-0.0928044064308473,9.57474483519606,-1.64430908503798,0.120352004404704,0.26536652742811,-5.71556177783602
"f2833",0.0550758193542542,8.71679313301806,1.64402837595675,0.12041051141684,0.265435626476202,-5.71597615354763
"f1219",0.0671965337828304,7.90166514369237,1.64378548956002,0.120461154950308,0.26548736383138,-5.71633465645945
"f1727",0.16062622419868,9.51123211488102,1.64263511605337,0.120701264954769,0.265914509174597,-5.71803211698049
"f2758",-0.0478426538949375,7.42054849558942,-1.64259617032664,0.120709401042921,0.265914509174597,-5.7180895697161
"f3391",-0.433752404852068,9.15731192967187,-1.64227976270715,0.120775518726519,0.266000184390912,-5.71855629892154
"f10002",-0.100127653403945,7.99516232738734,-1.64127633691349,0.120985404264886,0.266402388926738,-5.72003602462331
"f10144",0.113258489247685,6.14488529779177,1.64097406046474,0.121048692558671,0.266481686863049,-5.72048165974617
"f3208",0.0797815193972227,8.67650367388103,1.64062430998294,0.121121956117626,0.266582904093085,-5.72099721241302
"f673",-0.087515715022386,6.86928797776892,-1.6400579349268,0.121240677702366,0.266750282873801,-5.72183191922018
"f8053",-0.0571993706065221,9.18059636854641,-1.64000103369961,0.121252610669657,0.266750282873801,-5.72191576741209
"f9337",-0.419382926848082,7.5222709834474,-1.6397784569637,0.121299297761679,0.266792917409185,-5.7222437312258
"f7972",-0.0733899108374878,7.06398843299492,-1.63866349606647,0.121533401585362,0.267247655523067,-5.72388614180928
"f5913",0.0754397531513256,9.10296522425079,1.63815803798221,0.121639658432394,0.267421121261136,-5.7246304569296
"f1742",-0.295604057796719,7.59868907872448,-1.63782192272089,0.121710360403784,0.267516360212592,-5.72512531625749
"f3747",0.0601072360152362,7.37597200903104,1.63742690860365,0.121793496907165,0.267638880967837,-5.7257068008467
"f9333",0.0754410888768859,6.75331920555658,1.63662589930189,0.121962230844183,0.267949403046473,-5.72688563296132
"f3851",-0.119883092149037,8.90263238091284,-1.63597680704391,0.122099110480341,0.268182176924906,-5.7278405945951
"f9024",0.0900489916704004,8.8512369325117,1.6357918002862,0.122138148596906,0.268182176924906,-5.72811273275512
"f3865",0.0582328499461493,7.35518077047457,1.63562776788683,0.122172769898906,0.268182176924906,-5.72835400034625
"f10647",0.0861830774239483,6.56962068248704,1.63560308401315,0.122177980500794,0.268182176924906,-5.72839030523336
"f10410",0.0820526739559417,7.75587767299997,1.63542260769449,0.122216083654084,0.268205556446632,-5.72865573699562
"f1449",-0.124515466163361,8.80734104459594,-1.6352169740968,0.122259510590248,0.268240605988485,-5.72895814325256
"f5709",0.0681164273696204,10.7420239007222,1.63458009601629,0.122394094421652,0.268475595532003,-5.72989457146586
"f7524",-0.0553082103911109,8.26774651620138,-1.6342735063087,0.122458927714131,0.268557513752427,-5.73034527171954
"f3693",0.0931408331572587,9.52058928885153,1.63307739614904,0.122712146356239,0.269052439385202,-5.73210303836405
"f6945",0.230605794999478,4.83761848907309,1.63292003477327,0.122745493478285,0.269065171927944,-5.73233422452414
"f1131",-0.0489304852819856,9.16590422768095,-1.63268680335242,0.12279493285695,0.2691131659965,-5.73267684574904
