"GFP_REP1"	"GFP_REP2"	"GFP_REP3"	"GFP_REP4"	"GFP_REP5"	"R17_REP1"	"R17_REP2"	"R17_REP3"	"R17_REP4"	"R17_REP5"
"MP51"	8.04448042586883	7.92659189368141	8.09966838999989	7.95273572046632	8.06432351805285	8.94504257386333	8.94188320981612	8.96863725761763	9.0775242790094	8.98624383629026
"MP52"	10.4770406848796	10.3970015096425	10.4841186336648	10.3974701209451	10.3729433648669	10.3654741465691	10.3025982799583	10.2997723880264	10.4506289924795	10.3769054403855
"MP53"	11.286744792092	11.2002512386154	11.2339603271839	11.226336467773	11.266921255583	11.2289870229263	11.1930149622145	11.15031449871	11.2419515077454	11.2408170176614
"MP54"	9.13680026893756	9.15440755365453	9.18863004319043	9.17060659564179	9.13758150416272	9.44098851972363	9.39904973848032	9.47487282736571	9.45442282364614	9.4638860850408
"MP55"	12.7708316893731	12.7620925890509	12.7463622893072	12.7588648314829	12.7789650585192	12.544343814946	12.5130030820828	12.5667139561751	12.6208810586592	12.6217261567858
"MP56"	9.29494363978856	9.31589451683086	9.31285807990832	9.33425640517999	9.39725961841063	9.37658522895532	9.37180794269247	9.38952271099596	9.41706175615386	9.47717540232913
"MP57"	12.8312958746958	12.8063143343883	12.8047826508827	12.8150641678409	12.7984954859264	13.2812052341643	13.2375109806106	13.1939934153283	13.2610780079285	13.2420534694932
"MP58"	8.91584481451804	8.94108282178319	8.93194636244338	9.01230528643408	9.01017901575281	9.09283587564352	9.15195692614941	9.09376074007128	9.14098156137781	9.08880952225463
"MP59"	10.1400634217847	10.1555868842229	10.1742193355488	10.1711853788383	10.1346559629495	10.3151211032452	10.2970302581263	10.3152437845381	10.3071259364289	10.3322546910689
"MP60"	6.47825973001983	6.34475326494112	6.24146393094146	6.44854909536082	6.35814715470838	6.17270109101723	6.04573425776509	5.89202643303907	6.05557569381392	5.89226052111844
"MP61"	7.52635134689819	7.40960696996171	7.39114664902701	7.46822412099275	7.47550899463126	7.54019840459159	7.55364654016505	7.48956889739616	7.49338697775264	7.37948331506248
"MP62"	4.5	4.5	4.5	4.5	4.5	4.5	4.65241038040807	4.50881438275689	4.5849567282297	4.5
"MP63"	12.0610968211467	12.0448862377632	12.0449550670468	12.0132209400374	12.0096138489486	12.0079254302197	11.9916445723735	12.0171583075892	11.9648191203882	12.0363855043218
"MP64"	13.1052528349966	13.0905666711389	13.0896491225961	13.1203408161177	13.1002687911982	13.2077371602179	13.178981876543	13.2337408368006	13.2055601273017	13.1952570015792
"MP65"	9.97377267697293	9.97676888849849	10.0386160657379	9.94999511290222	9.99279129666961	9.81979863913715	9.87392473423002	9.8515802600574	9.81760451420414	9.81650969226815
"MP66"	13.3885494820211	13.3645792764351	13.3671910205857	13.3750427104388	13.3850457477038	13.2909495215798	13.2707585426909	13.2662977869715	13.329366693924	13.3189864938651
"MP67"	9.55434649080014	9.63459233782771	9.54502371233504	9.47647690737587	9.63235295270457	9.44173369371079	9.4108280597098	9.39226866582824	9.4685431039342	9.4534719809038
"MP68"	9.12068044516798	9.1292975845837	9.17101252917777	9.16327269996714	9.12680173452188	9.3918124629393	9.40475926437571	9.43625633494875	9.4157162032365	9.490524640603
"MP69"	5.5420144143484	5.46136258562625	5.33461519747973	5.58902167046299	5.61346463076751	5.5643753897479	5.4965672367616	5.58162760010394	5.7369220629623	5.6564124110265
"MP70"	11.5562344688469	11.5607872860741	11.6020943916338	11.5620502435586	11.5689070033661	11.425179962604	11.4291688473619	11.4476962632282	11.4593641214383	11.4275684663091
"MP71"	8.40127625010071	8.45284474539012	8.35158637874868	8.46875281793091	8.41515923751625	8.43204285927357	8.3842713138467	8.44900446454377	8.43471360197041	8.41058764991164
"MP72"	9.64419667716239	9.76884331123498	9.72294854364207	9.69534284460704	9.68473526947482	9.50737698006647	9.49487930618463	9.46384114689993	9.41128291518119	9.47776167326771
"MP73"	8.83359223030683	8.86462207207841	8.98814135081766	8.91052943139637	8.98823109115659	8.74556353494167	8.78118614719366	8.7619842434717	8.80512718472215	8.78725228544861
"MP74"	10.5682153286714	10.5364763810588	10.5901750452868	10.6198067425831	10.5670142548667	10.5369106845373	10.4963238688478	10.5257864741357	10.5459383008245	10.5108620492413
"MP75"	8.2104879340327	8.37981230834622	8.34765799672452	8.2453960064641	8.26161640443274	8.45221853987687	8.49996880483023	8.51550484347296	8.48067443962218	8.56078682311654
"MP76"	9.05803583701887	9.07509571093	9.08445414215862	9.00576752976129	9.02272373019233	9.51633716352656	9.50718668306459	9.59419020738623	9.51744554218791	9.51809346372549
"MP78"	11.7126637888474	11.7500570209553	11.7235651336033	11.7468372789062	11.7505975877983	11.6427253785959	11.6365821135921	11.6188892640085	11.6801199310006	11.6780940430127
"MP79"	10.5971663467984	10.6668337542646	10.691270961745	10.6703828793691	10.6842628997054	10.1779353115752	10.1772452786012	10.1835829621096	10.19420072449	10.1766940033232
"MP80"	10.4482553827447	10.4827694759502	10.4837235313352	10.5317956837121	10.515475579811	10.6388620357885	10.658290687476	10.6631274908253	10.6883295531442	10.7169911213152
"MP81"	10.3702453517954	10.427524218637	10.3996685224287	10.4148029233042	10.458185684029	10.1423480029887	10.114005607332	10.1376116710418	10.1401148680222	10.1441751913437
"MP83"	9.31276114410217	9.3061260243061	9.37454140127309	9.32614654636474	9.3352576019401	9.35190104983956	9.30956469468412	9.34309296834603	9.41658216070041	9.40225839763395
"MP84"	11.872756509225	11.8470315908571	11.8466852650814	11.9249452284311	11.8289029498231	11.8417199311155	11.7844945028972	11.8190752131956	11.873263650497	11.7685261853841
"MP85"	14.7987442525193	14.785422456535	14.7774164723614	14.8086073950037	14.7831929551113	14.7660936959839	14.7415538020823	14.767310104668	14.7675571770981	14.7377776781549
"MP86"	10.6520690421198	10.7025778317142	10.672192376074	10.7116151106105	10.6998066257631	10.8331099032523	10.8882973809433	10.8768948227168	10.8637706161656	10.853801100124
"MP87"	11.56575829631	11.6075447241108	11.5903755299518	11.6046331279852	11.5993344963452	11.5994339772416	11.5421395261749	11.6010268140093	11.5841668849755	11.5714859398637
"MP88"	6.83604652272398	6.73329484348257	6.80722867786999	6.79789403633357	6.72208494637874	6.7385636212383	6.77160615494146	6.80265317221395	6.84695053832198	6.82288919873895
"MP89"	13.453404248807	13.4409702037374	13.4517612644871	13.4565846709568	13.4490705703357	13.6290998136256	13.6296998186673	13.6534672236973	13.6253608529424	13.6422700005522
"MP90"	9.79505451288146	9.80866043593353	9.83550905832322	9.74898244859592	9.76612513600407	9.66686464347529	9.6733592820774	9.69260210123515	9.64961724328487	9.68614072037378
"MP91"	11.0209713081186	11.0541229264438	11.0599935315712	11.0434922307651	11.0245208531171	10.8943678180227	10.8988244767791	10.887957572426	10.84662010948	10.8375165489382
"MP92"	7.66133918210038	7.67771391786014	7.70341486379573	7.76950490476904	7.68116194824278	7.92358301281873	7.8265472383056	7.90990617236304	8.01138505683273	7.96493353329533
"MP93"	10.7770888629953	10.7993052324371	10.8130110016569	10.7261531120261	10.7515642557777	10.6613664930053	10.7140806363434	10.6687926177259	10.6879770363203	10.714887213246
"MP94"	11.3134086966235	11.2733823169362	11.3385823575193	11.355320939409	11.3373152424758	11.3576384909516	11.3161437523292	11.320273874698	11.3226726242951	11.2566988787095
"MP96"	6.62520116902302	6.74117074105174	6.67695980716987	6.74900288574534	6.65293182013992	6.630856353502	6.59567619739254	6.72822086811258	6.63096484263404	6.63601969471592
"MP97"	7.66587949467881	7.55926218951888	7.57788821184339	7.60982346254227	7.52978395109707	7.2295002203789	7.14924670562894	7.09686247576649	7.25328789194685	7.06494343209562
"MP98"	9.89530008704515	9.89030883272429	9.92189031832137	9.8540625930703	9.81403924386784	10.039319144587	10.0320967736826	10.0143839661907	10.0476384996459	10.0055559821829
"MP99"	9.75072941314925	9.74618033640572	9.78217606257119	9.80024884767266	9.71153886937893	9.57964059023817	9.561821372923	9.56419023109674	9.60871856056316	9.5548934773637
"MP100"	8.33983082408895	8.40442064682105	8.23119693441062	8.2996476994592	8.31225556846786	8.6132338733339	8.63662179570125	8.58074820774106	8.64424047826425	8.62782755340861
"MP101"	7.36449101657149	7.15369184739207	7.412114882715	7.36759908667089	7.21164015434378	7.36147783025329	7.38041838478649	7.39057083779123	7.27209487101564	7.29320425741042
"MP102"	6.12154982691339	6.19567017084803	6.14905268269614	6.02802108622643	6.24386268973108	6.09628622106751	6.23625700950791	6.09481443598073	6.18911855250598	6.18178695802913
"MP103"	5.76590953963389	5.70223200603927	6.10099747989528	5.93026844915024	5.83870495241891	6.08611026335925	6.11173177125315	6.06213118832243	5.9254049891112	5.95062034249051
"MP104"	6.59333735305863	6.41685822867191	6.40886151350917	6.60496356131077	6.41519860090236	6.38622293240922	6.16146416885417	6.30823465829293	6.37660978734725	6.33089867465655
"MP105"	6.62071187169985	6.40163019266598	6.38341235176249	6.47680550577531	6.61191799080152	6.58567437179114	6.56261833255458	6.61754923500492	6.6841248569342	6.62441949289695
"MP106"	5.78727614291729	5.79497018591742	5.38603632978917	5.55467349381468	5.5399620386692	5.5207096683463	5.44976340435162	5.3819054836291	5.39201898418113	5.25482151820713
"MP107"	4.5	4.5	4.5	4.5	4.5	4.71655168404893	4.84416441781598	4.51505448309533	4.90872714666123	4.74842220467583
"MP108"	7.35019866541935	7.33822165817748	7.35226228900602	7.29727465580157	7.27483856779008	7.42136038939039	7.43208599086095	7.53029087153247	7.50723539668026	7.45836492330341
"MP109"	8.62443523074281	8.56715906952766	8.66169866267612	8.66672301161963	8.66809235731547	8.6481588188958	8.60639307834064	8.47609950073709	8.53614094349773	8.4952663316331
"MP110"	5.89414618968744	5.80236544633746	5.83252337342416	5.92820977491162	5.74625464947048	5.65761944115654	5.63153436378844	5.82546224760329	5.76633999009686	5.75626573679185
"MP111"	6.58590485727848	6.5291591652936	6.65277873249129	6.66146895863787	6.54890850656679	6.57404797862117	6.64690622675688	6.86739425530179	6.67092971038907	6.64725526693094
"MP112"	4.5	4.5	4.63802073897341	4.5	4.6943158614957	4.80231533571751	4.60152926361233	4.62743590169911	4.63075357972329	4.72891009734759
"MP113"	11.274760631842	11.3049098870792	11.3412996761236	11.2802845156804	11.2898289543037	11.5209077547349	11.4775784798505	11.4932397384487	11.5105372320089	11.4841457715223
"MP114"	6.66584764855596	6.72256699743694	6.75554421206328	6.76584246841295	6.69738187974481	6.86213461105435	6.86813000144216	6.80631848013607	6.94325468115762	6.93064546001093
"MP115"	9.92730976797856	9.87576165349024	9.87677877715453	9.897656146228	9.84457106356684	10.1380868876184	10.1029235974532	10.1004489778798	10.0878931788147	9.976041341859
"MP116"	5.55201377068016	5.8380050559206	5.6632477810906	5.57517744302658	5.62107014715172	5.53764350080998	5.7047312856544	5.73764083658655	5.67615127083512	5.81137149660217
"MP117"	10.3869662218047	10.3618763304956	10.4123727822834	10.3727855888529	10.3891411708047	10.4007673130478	10.372341395418	10.3766369359396	10.3665094603637	10.417399196933
"MP118"	10.190277219481	10.1955205588941	10.2105459882349	10.2213419418	10.2314468393298	10.367002581554	10.3263315552489	10.3818391165544	10.3528747385194	10.3803166237444
"MP119"	9.86865985084768	9.86746014862768	9.9008388060151	9.79462087595226	9.83708684980094	9.82500293946155	9.85670085863999	9.85074115239328	9.79315441126838	9.83214056549512
"MP120"	9.19995670075963	9.28492018635601	9.16370317371451	9.21966303547972	9.26727491920428	9.26615946840543	9.30046395728748	9.346576576581	9.32873013045956	9.29574623202482
"MP121"	9.68262936112668	9.70415362227552	9.65255703473107	9.72534291565781	9.70412193165082	10.0104574516788	9.97109399588101	9.93708635537479	9.95129547778883	9.91051575922079
"MP123"	8.72824241302024	8.71336747637117	8.70247707521786	8.7184867339562	8.67922856715046	8.7352998840678	8.75652096912974	8.69587327733466	8.59751328199406	8.69002958647118
"MP124"	11.5744124894038	11.5985738840618	11.580401501205	11.603854785964	11.6422214769856	11.4354675611485	11.452573942954	11.4772286823684	11.4380484104306	11.4642435822734
"MP125"	10.5685405466918	10.5457389635403	10.5716867552219	10.6076633719753	10.5537915037908	10.4315038705841	10.3889543472093	10.421600959603	10.4072841486204	10.4089410053856
"MP126"	11.1570031898005	11.1367995946224	11.1450483273141	11.095945631326	11.1407701038966	11.4495130259361	11.4439529481002	11.4814227836037	11.4774292637041	11.4507763812521
"MP127"	5.17263488909498	5.52386718652872	5.20746046146322	5.32996619635562	5.48633179371019	4.94871952188522	4.92669006503201	4.98595465572887	5.11662127794132	5.04435608990773
"MP128"	11.6121296636712	11.617018029302	11.6689817253873	11.650962407888	11.6601604662954	11.7654637136185	11.756402748931	11.8039016077523	11.7583227021874	11.7469930199583
"MP129"	7.819502750131	7.81609855849382	7.76804539123674	7.85897794930611	7.80276289658149	7.54960200158573	7.66480906018154	7.37572926429885	7.45007392339053	7.33271737987591
"MP130"	8.37381996479231	8.48792871639659	8.49814281253968	8.4019805920381	8.40063656055329	8.2394051382012	8.26177356760086	8.2758450248378	8.15205602550404	8.20293305518369
"MP131"	12.1013754095087	12.0693718309709	12.0544877524214	12.0867407037197	12.0789182475232	11.6896015796255	11.6790824146209	11.674550778022	11.6942880278871	11.6770159322039
"MP132"	8.29840004453044	8.29676145675713	8.27407696612519	8.23558352299768	8.17714225809091	8.0953906393322	8.13577616550239	8.28334184479526	8.12180043830668	8.2450060541194
"MP133"	8.91614610686297	8.94850364823024	8.95987852791975	8.94188019658359	8.97819552231213	9.1995122365853	9.38822258878693	9.38407808262056	9.31540429149056	9.28405930298443
"MP134"	8.09428572441659	8.1066681452551	8.05967904870401	8.12862785853448	8.12719496379686	8.13596779373315	8.31601757231736	8.24711319469759	8.16877391450706	8.22743689303562
"MP135"	9.95268997599383	9.94669977699804	9.91834178364465	9.89875290618681	9.92555750192566	9.67401302838642	9.73033607384671	9.69834915763525	9.73422055603749	9.67935988427652
"MP136"	9.955426730899	10.0142084434912	10.0152254268938	9.94301853870916	9.90889863895268	10.3645687411882	10.4885490254156	10.3466222754146	10.4196969189425	10.3097701950536
"MP137"	6.64556975598544	6.70025014736956	6.64880323963299	6.71384450410783	6.40859524689427	7.45281871141526	7.58671867471327	7.53213349129365	7.65774915232027	7.59753196128461
"MP138"	10.1768696100735	10.256944515045	10.183244384758	10.2067429545768	10.2282756978883	10.3007863214399	10.2658133863594	10.3330343438647	10.2986560932561	10.3099020030437
"MP139"	9.62059264451875	9.65191354665795	9.61804715858294	9.58961783134889	9.64766120484959	9.51196778974939	9.56080236559288	9.53758428948687	9.48540733555359	9.53436492503628
"MP140"	4.89030810304305	5.02047351003616	4.89793654254557	4.59380144324042	5.03770251923849	4.95603477077702	5.03166095986042	5.02980992867448	4.81561908448409	4.96325946265294
"MP141"	8.38480008940777	8.22633665512601	8.20220879336893	8.31218771104014	8.24847616886594	8.33660608792346	8.38290954543422	8.21707559402924	8.2849445725061	8.30235701486145
"MP142"	10.7664371618231	10.8001009987499	10.7292384417117	10.8265950409974	10.8298456361146	10.718424788559	10.7597945675692	10.7307329388223	10.7902228640439	10.8085173594056
"MP143"	7.24645524228322	7.17627202003	7.2219089954993	7.3479516745184	7.21136306685096	7.03301967386453	6.96988023819063	6.99927041451232	7.11231186633122	7.04196210749525
"MP144"	9.970307184467	9.91058932265998	10.0556310510498	10.0043512824188	9.98418948728536	9.93603729641034	9.8928580108096	9.94615122539949	10.0165071578044	9.93007975914765
"MP145"	5.18175720449373	4.86941562831584	5.39860292796814	5.15931612770236	5.35830285444998	5.62815256795789	5.38857229140938	5.58034836942235	5.48284917893955	5.42586029964007
"MP146"	9.36024771842833	9.32396569638792	9.36965335584055	9.39905646445373	9.4336435535487	9.55985596725421	9.50491049531351	9.49924690147316	9.50935080060612	9.49631892194471
"MP147"	12.9373436201861	12.9114817238189	12.9364024657999	12.8984112608612	12.9228558376522	12.9353549368362	12.9118438733519	12.9620278824564	12.9563722654053	12.9404484193471
"MP148"	10.3451575216669	10.3103612810978	10.3435037520215	10.281500949179	10.322728036356	10.3089991890618	10.2908323584914	10.2815130126383	10.2885732407987	10.3226174720125
"MP149"	7.23110546225013	7.40381332649378	7.22071891650781	7.31223680007931	7.32814922464165	7.21543541953667	7.10869345435174	7.17605815166405	7.17583668171039	7.23312042829435
"MP150"	7.13302361919756	7.15698172769761	7.02754435581068	7.15699776266325	7.26633144263211	6.87333584046945	6.96515325062143	6.84766081748222	6.94513745505857	6.9930455428944
"MP151"	11.5912213361107	11.6412694649605	11.5761806552184	11.6069198476614	11.6265851666267	11.5962365243081	11.6114130474818	11.5762246352704	11.5436641547541	11.5894943843656
"MP152"	7.68263817195699	7.84585211321967	7.6477657888481	7.71726554231079	7.84196611977084	7.68556886088603	7.8462597103227	7.69552693748331	7.72132453635158	7.75130406525927
"MP153"	7.86253469177614	7.91181603700109	7.88112765915567	8.07085529432708	7.83981643920259	7.62876612476388	7.57917966615401	7.28270063077425	7.46725449963332	7.64966266684118
"MP154"	6.91560209427287	6.86208048744258	6.96768460608836	6.97821163119439	6.89227812870935	6.90215118580259	6.96761309501031	6.94592629118413	6.83209160656538	7.02756506664036
"MP155"	11.4318591107801	11.4310313112789	11.4760505152021	11.4594252655132	11.4810240736978	11.310835469226	11.3083509589816	11.3454229273515	11.3197278573429	11.3313062772516
"MP156"	11.0547797317199	11.0632854050851	11.0710100109659	11.0970784331004	11.0834438179955	11.2159613869848	11.2762360845362	11.2272437412787	11.2334706900755	11.285162164156
"MP157"	10.9780042774521	10.9891727837843	11.0183759829382	10.9503008464329	10.925889701129	11.1461233923555	11.2134315766203	11.1393622839252	11.1410774688692	11.1787959308677
"MP158"	9.03766413323273	9.08948024812757	9.04833597444091	8.96871113498245	9.01657097163254	8.88988871496177	8.76970914813643	8.85523181683017	8.76452466160443	8.87326143203486
"MP159"	8.03959904424211	8.22011786667277	8.03506649619336	8.08247412133657	8.17235686386117	9.33887281934726	9.27746195849381	9.2936310587569	9.29335036300833	9.35643827823092
"MP160"	12.1179082374692	12.0647766536696	11.9819149280102	11.9956160399367	12.0036635062914	12.0173731049942	11.9663325639478	11.9809221741867	11.9874622672335	11.9887066211181
"MP161"	11.1255975400182	11.1108091016735	11.1300946054721	11.1015380554478	11.1479769643749	10.9789885261962	10.9682278164908	10.9990442788945	11.0396450898913	11.0066019252068
"MP162"	8.68517216446804	8.62865376112697	8.56593054655246	8.72151699834052	8.70034177908456	8.46969398284206	8.40072962651301	8.35129608391165	8.46243738524014	8.43401774858275
"MP163"	9.98941139771971	9.99471952121805	10.0171652608065	10.0836859266367	10.0524231735345	10.1159641379255	10.0736684058743	10.079772894128	10.1084093759844	10.0648503618316
"MP164"	5.52980486170444	5.59080879700321	5.43966191722207	5.51681343593803	5.39285911273205	5.55470905015429	5.38315279827748	5.28275512941781	5.77219760184277	5.48242376192754
"MP166"	8.56783939249465	8.61342659550509	8.64793614052664	8.52613856913998	8.55158027371496	8.51717235318674	8.48829386929639	8.47684701001533	8.42014849529797	8.53416195337353
"MP167"	10.6192782998613	10.6332775209732	10.6035807129402	10.6239617962245	10.5790733826867	10.619118465502	10.6138761560333	10.6039190034422	10.5543813838215	10.5914175870026
