index	CD_1	CD_2	CD_3	Ctrl_1	Ctrl_2	Ctrl_3
hp1	955.2	1234.1	1094.8	2079	1964.1	2881.3
hp2	4267.6	4334.1	3824.7	2858.3	2931.8	3429
hp3	49714.9	50600.8	45330	27702.6	35974.9	32465.1
hp4	328.3	378.8	359.8	453.8	408.1	468.4
hp5	254.7	247.4	238.5	309.6	305.9	360.4
hp6	3310.1	3760.3	2730.2	5066.5	4555.2	5327.6
hp7	5051.3	3706	4478.7	2554.7	3192.7	3250.6
hp8	34627.2	34035.4	28401.3	17591.3	25343.6	19941.8
hp9	4872.2	5357.2	4558.2	3566.1	4319.2	3846.2
hp10	221.3	280.3	277.2	330.5	437.7	489.3
hp11	269.1	272.6	327.1	204.2	203	247.2
hp12	7067.1	7266.9	7567.3	8223.9	9713.6	9108.5
hp13	1938.9	1963.1	2002.7	1351.1	1539.8	1625.1
hp14	28842.9	28708.6	27746.6	14661	19902	19497.5
hp15	55.4	46.3	38.9	19	30.7	29.5
hp16	11579	10351.4	12121.1	9602.7	9031.1	9854.3
hp17	41155	30836.9	25269.1	16304.7	22021.7	18720.9
hp18	491.6	514.8	639.6	385.9	440	395
hp19	8.3	8.7	6.8	9.5	10.8	10.6
hp20	257.9	229.6	290.3	170.5	199.7	220.2
hp21	859.4	666.3	820.5	497.5	590.7	648.5
hp22	72.6	36.3	59.4	16	31.8	28.5
hp23	25.9	20.5	21.6	14.8	18	19
hp24	4356.7	3819.1	4638.1	2835.1	3366	3710
hp25	2192.4	3234.6	3097.3	3605.1	5075	6493.5
hp26	137.5	200.3	166.6	114.1	106.9	128.1
hp27	2217	2391.9	2004.9	1739.8	1980.7	1864.9
hp28	5.1	6.2	7.9	8.9	8.5	11.4
hp29	555.7	230.9	243.1	73.3	170.3	135.4
hp30	25.6	41.2	41.4	55.6	65.8	62.2
hp31	4.8	9	6.6	14.8	9	13.1
hp32	20589	9917.2	13919.6	5583.3	8133.1	8348
hp33	19.1	13.6	14.4	19.4	21.1	24.8
hp34	412.5	598.2	572.7	676.1	1136.9	1363.8
hp35	79.7	39.3	56.1	32	29.2	25.1
hp36	84.7	74.2	78.9	53.8	59.1	71.2
hp37	167.4	179.6	189.1	155.7	118.1	142.4
hp38	59.7	58.7	63.4	50.6	47.6	56.8
hp39	20	25.8	25.7	35.7	26.8	37.1
hp40	647.9	640.2	829.3	522.3	521	580.9
hp41	1401.3	1388.6	1798.2	1333.3	1051.2	1121.9
hp42	111.7	90.2	139	65.9	76.9	89.3
hp43	15.7	17.6	16.2	18.6	25.6	22.3
hp45	35.9	51.7	44.3	64.2	57.1	59.2
hp46	8813.3	14614.6	10715.2	21835.8	13759.1	18163.2
hp47	355.3	728.5	642.5	745.3	1164.1	1451
hp48	208.3	159.1	163.1	198.4	233	246.1
hp49	1062	814.7	1313.7	664.6	653	831.4
hp50	80	120.2	123	162.5	135.6	171
hp52	570.9	700.8	752.8	771.3	824.2	1007.4
hp53	26.5	42.6	51.8	52.3	71.3	79.4
hp54	1632.6	2617.5	2885.5	2915.5	7993.6	7933
hp55	2926.7	3936.8	3819.4	4207.8	6556.6	8703.7
hp56	97.1	113.9	145.7	151.4	149.5	182.1
hp57	5.8	3.7	5.9	3.2	3.1	4
hp58	43	61.4	66.6	76.5	74.8	128.7
hp59	5.6	5	8.7	9.7	13.2	7.9
hp60	347.7	264.5	312.3	199.5	267.9	252.2
hp61	293.1	445.3	425.7	540.3	548.2	568.4
hp62	7623.6	9330	14123.5	3758.3	4873.7	8350.7
hp63	203	229.9	172	154.6	123.8	179.2
hp64	33184.4	30623.3	37202.4	30665.5	24061.2	28842.8
hp65	48.1	29.6	31	20.9	22.8	28.9
hp66	5505.3	8525.6	7863	7980.3	12440.9	13181.9
hp67	25049.5	30055.4	37675.5	34060.1	46680.4	56341.8
hp68	216.4	576.6	634.8	850.3	768	1642.8
hp69	111.1	86.1	93.6	81.3	76.1	81.3
hp70	46.5	44.5	42.8	28.4	41.2	27.6
hp71	351.6	477.6	404.6	468.7	823	1056.4
hp72	77.9	45.7	54.7	33.7	45.1	41.1
hp73	17.5	24.4	32.1	53.5	33.1	32.1
hp74	234.1	346.4	262.8	506.9	350.2	336.3
hp75	40.7	32.3	40.3	34	30.1	30.1
hp76	2605.1	2097.7	2312.6	1905.6	2037.4	2069.1
hp77	7	8.7	11.9	13.6	13.9	11.7
hp78	134.3	188.4	217.2	276.4	263.3	209.2
hp79	58.5	54.5	77.4	36.1	53.9	49.6
hp80	32.1	28.9	19.4	45.3	30.8	39.4
hp81	1111.1	1061.2	1377.7	940.4	949.9	1020.9
hp82	138.4	130.3	131.4	143	151.1	179.3
hp83	128.6	154.7	254.8	226.8	259.4	400.7
hp84	33.1	31.8	30.9	45.4	33.4	44.6
hp85	1535	941.4	1054.9	712.5	814.5	935.1
hp86	10725.7	21192.7	20704.2	20408.6	39755.1	31609.7
hp87	2375.8	3918.6	3534.3	5209	3832.3	4807.3
hp88	11676.5	14780.5	11747.8	23819.9	13846	18316.4
hp89	6790.8	8482.5	9772.2	11004.3	9194.5	11896.7
hp90	247.3	444.4	426.3	605.9	573.8	531.7
hp91	617.1	676.6	710.3	391.5	563.4	567.7
hp92	8035	5097.2	6042.9	4994.6	4047.2	4927
hp93	570.5	638.3	586.7	513.5	536	584.2
hp94	23.3	28.8	18.8	5.8	19.4	9.9
hp95	27671.5	49865.2	41079.8	45752.5	68914	60069.8
hp96	5.6	6.3	6.1	8	13.1	7.3
hp97	4319.4	2292.4	3387.7	2161	1993.8	2092.4
hp98	82.4	112.6	109.3	110.9	137.8	131.6
hp100	131.6	194.5	308.4	322.8	283.9	456.8
hp101	20.4	25.9	34.7	31.9	40.5	40
hp102	701.1	472.6	730.3	424.5	464.9	471.6
hp103	474.4	403.2	440.3	389.5	397.3	392.8
hp104	617.9	680.4	558.9	525.8	547.8	559.3
hp105	38.6	41.3	78.5	18.7	36.9	34.1
hp106	917.4	842.6	1268.9	640	795.5	839.5
hp107	2583.4	2029.4	2860.5	2171.9	1635.1	2054.7
hp108	5846	4368.5	4342.8	2548.3	4173.6	3818.8
hp109	86.1	187.9	192.2	318.9	201.4	268.8
hp110	1296.4	776.6	764.3	512.7	697.4	697.1
hp111	757.7	1484.6	1598.8	3333.2	1415.9	2346.1
hp112	7318	8518.8	7562.1	8244	10108.5	12824.9
hp113	4952.1	8657.2	8483.3	11410.4	9484.4	10929.7
hp114	560.9	337.2	540.4	348.4	289.4	358.5
hp115	9139.1	15011.3	16424.9	15146.5	20429.2	24499.9
hp116	124.7	202.1	156.3	78.7	134.4	121
hp117	1009.6	2367.7	2312.9	3285.3	2881.8	3577.7
hp118	150.6	205.7	223.9	237.5	237.5	265.5
hp119	19.1	28.5	28	30.5	32.2	35.4
hp120	10.1	16.4	24.9	34.2	24.3	25.4
hp121	117.6	179.4	174.7	183.5	202.4	233.9
hp122	434.9	668.3	732.3	793	711.8	1117.8
hp123	1190.7	831.7	975.1	748.7	799.5	842.1
hp124	494.9	430.8	523.9	330.8	393.9	465.6
hp125	1101.1	1412.8	1538.2	1807.7	1438.2	1736.6
hp126	8191.7	12259.1	13454.6	11662.3	26963	19363.1
hp127	1305.9	1453.1	1187.2	1614.7	1335.1	1597.5
hp128	966.7	1075.5	1147.8	1236.2	1086.7	1399.2
hp129	108.7	109.8	138.6	163.4	122.9	145.9
hp130	16955.2	27825	26988.3	37035.2	26515	34741.4
hp131	52.6	57.1	63.3	39	46.8	55.8
hp132	104.5	62.3	76.2	50.1	61.1	65.7
hp133	3.7	6.8	7.3	9	9	8.9
hp134	611.8	484.4	421.3	376.1	367	462.8
hp135	176.3	218.3	188.2	255.6	212.1	209
hp136	148.2	201.9	249.2	113.1	153.5	165.2
hp137	7349.4	9349	9759.7	10427.4	9445.6	13457
hp138	14.3	9.6	11.4	7.4	9.2	10.6
hp139	143.3	255	251	443.8	254.3	284.3
hp140	438.5	399.1	417.4	419.1	573.8	539.7
hp141	7.4	9.8	19.9	20.3	15.9	25.4
hp142	13378.6	18195.4	20060.3	16959.9	39714.4	33438.4
hp143	91.1	124	159.1	162.1	265.2	141.8
hp144	9.4	12.4	16.3	4.4	11.3	7.6
hp145	297.9	245	241.4	205.6	239.7	236.4
hp146	117.6	136	195.3	67.3	118.1	119.8
hp147	3459.6	4403.3	5670.7	2501.4	3584.1	3780.6
hp148	39.4	88.8	81.9	107.7	103.2	120.5
hp149	2534.3	3481.8	3645.1	5396.5	3247	4635.1
hp150	119.8	263.5	374.5	543.4	294.5	533.3
hp151	10809.6	7290.2	12779.1	9288.9	5739.6	6543.5
hp152	15177.8	18576.6	20172.5	32866.4	18213.7	25514.7
hp153	1777.6	2350	2058.5	2163.4	3867.7	2723.9
hp154	180.9	106	153.6	103.3	106.6	104.6
hp155	22755.1	42337.1	46656	69102.2	41661.7	59191.2
hp156	2843.3	4742.7	4447.3	7990.4	4100.7	6166.5
hp157	157.6	159.4	202.9	123.8	137.2	167.9
hp158	76.5	321.1	203.1	422.9	375	381.4
hp159	523.4	1011.8	1107.8	963.6	1465.9	1718.3
hp160	115.5	189.6	176	198	230.2	206
hp161	27.6	28.3	38	21	22.7	30.2
hp162	6893.2	17505.2	10543.4	14648.7	26330.1	16139.3
hp163	97	157.8	183.5	183.7	210.3	219.8
hp164	1468.6	585.7	1111.3	595	593.2	550.7
hp165	3222.4	4059.1	3566.3	3536.9	6761.7	7478.1
hp166	53.8	17.2	19	13.9	10.7	14.7
hp167	155.5	105.5	128.6	97.2	100.9	114.1
hp168	2079.9	4452.6	3622.4	5643.4	4556.1	4759.1
hp169	127.4	143.3	169.4	89.5	118.7	138.6
hp170	2108.9	2459.8	2531.7	5061	2419.5	3590
hp171	57.1	65.6	92.2	92	84.9	98.4
hp172	805.1	1041.1	1181.7	1040.3	1391.6	2001.7
hp173	1624.2	1827.5	1628.5	1270.5	1048.8	1680.9
hp174	10227.1	5060.7	3520.6	3202.5	2908.3	3280.4
hp175	1373.1	2415.3	2373.7	2179.5	3429.9	3144.7
hp176	111.5	157.4	170.1	189.6	163.6	198.2
hp177	555.3	866.4	1135.4	1001.2	1271.9	1369.2
hp178	455.7	826	837.5	765.3	1276.3	1049.7
hp179	28.4	60.9	50.1	67.3	70.8	67.2
hp180	18.9	14.2	18.2	20.7	17.7	23.1
hp181	72.7	287.3	214.9	1814.1	168.9	709.6
hp182	9515.9	8782.8	11060.3	7775	7610.6	9709.3
hp184	2.3	4.9	5.7	6.5	5.8	7.9
hp185	112.4	57.8	116.9	64.7	45	72.3
hp186	5074	11526	11576.1	15324.1	11473.6	17298.8
hp187	90.7	198.4	196.9	319.4	202.4	229.1
hp188	7133.4	16056	13887.9	21583.4	14744.1	19609.2
hp189	8097.4	8704.8	10455.4	11417.5	9172.9	11344.8
hp190	2483.5	1855.7	2809.6	1631.3	1909	2101.6
hp191	11.4	23	22.3	26.9	25.5	29.9
hp192	3	4.5	6.5	6.6	6.6	6.9
hp193	476.3	542.5	615.6	539.3	732.3	699.6
hp194	79.4	155.6	183.6	211.1	219.1	202
hp195	70557.7	109611.9	108976.6	94922.8	230158.6	156849.6
hp196	49.1	95.1	102	128.4	102.5	127.4
hp197	1368.6	1084.7	918.2	1095.5	1665.8	1880.8
hp198	14.6	36.3	37.7	103.2	25.7	89.8
hp199	3212.5	4791.4	3638	3665.4	6968.5	8343.2
hp200	665.3	1142.9	1226.8	1018.7	1566.6	2144.3
hp201	14.3	56.3	66.7	103.4	69.9	101.6
hp202	747.3	1309	1590.7	1737.5	1402.4	2159
hp203	15.3	31.9	30.7	48.6	29.9	37.5
hp204	2592.3	3024.1	2870.5	2356.7	2762.7	2593.5
hp205	168.1	511.8	458.9	955.4	511	540.5
hp206	722.5	1056.9	1119.8	487.6	837.2	787.2
hp207	2761.9	3193.4	4156.6	2480.2	2771.8	2837.6
hp208	120.4	419.2	404.9	581.3	484.7	645.3
hp209	7.4	27.1	22.9	28.8	32.6	42.1
hp210	147.3	198.4	202.2	191.7	215.5	281.1
hp211	2715.2	2572.9	2777.7	2009.2	1976.1	2755.3
hp212	1935.2	3994	3531.5	5659	3574.6	4454.9
hp213	298.8	328.3	429.2	287.5	272.1	305.9
hp214	125.4	107.4	127.4	116.8	165.2	194.9
hp215	3.8	7.2	5.2	7.2	6.3	8.3
hp216	1361.1	1596.2	1788.5	1586.1	1912.8	2103.4
hp217	80	80.4	101.6	88.3	153.5	110.5
hp218	20205.7	66885.2	69747.9	114002	63718.3	104318.5
hp219	14.6	61.7	38.6	52.5	61.3	95.2
hp220	367.1	269.8	334.3	329.2	212.1	232.7
hp221	200.9	656.2	555.8	852.8	719	804
hp222	128.1	260.2	289.8	243.7	344	450.8
hp223	26625.3	14119.3	11320.3	10835.1	9612.1	10953.5
hp224	524.6	290.1	307.6	203.3	308.2	276.6
hp225	907.5	3496.1	2853.8	6031.1	2790.1	4638.4
hp226	128.1	32.9	62.2	24.9	40.3	35.7
hp227	1115.3	736.4	853.7	774	660.6	742.7
hp228	9667.6	6109.9	7846.7	6400.6	5243.9	6930.5
hp229	43.5	109.1	80	86.7	160.6	112.6
hp231	530	683.4	742.3	745	714.8	842.9
hp232	5166.5	8796.9	9750.2	12471.3	8890.3	10814
hp233	409.8	454.4	373.4	411.2	495.6	618.7
hp234	125769.6	198506.4	214945.7	182411.2	271812.2	267997.9
hp235	11381.7	22518.5	24255.9	31342.3	22186.7	29984.3
hp236	51.7	112.5	98.7	134.7	111.8	127.8
hp237	113.3	61.4	153.4	87.2	49.7	61.8
hp238	248.9	269.6	283	198.5	250.2	255.2
hp239	123.9	443.8	401.8	617.2	453.5	615.4
hp240	35.5	37.8	41.9	41.5	39.4	44.3
hp241	2211	2867.3	2739.7	2434.4	4150.6	4358.6
hp242	535.6	1217.2	1175.1	917	1859.2	2244
hp243	34.6	78.7	75.7	116.4	70.5	95.4
hp244	75.3	332.1	293.8	422.1	358.9	506.2
hp245	88.4	117.7	113.2	104	191.6	141.5
hp246	89705.3	48671.6	62945.5	55773.1	41293.3	49837.7
hp247	504.7	974.6	1149.3	1403.1	986	1395.1
hp248	2133.7	1364.4	2204	1227	1423.8	1695.6
hp249	361.2	138.2	170.4	126.1	126.1	126.9
hp250	1295.1	888	1267.8	860.3	877	1057.9
hp251	970.4	755.1	999.3	917.7	1068.7	1319.3
hp252	8.4	12	16.3	15	15.2	18.1
hp253	2703.6	2081.3	2438.2	2100.1	1848.3	2329.2
hp254	813.4	894	1069.7	800.5	805.3	813.3
hp255	821.7	2382.3	2610.6	3356.2	2432.4	3768.7
hp256	373.8	304.1	317.1	304	257.6	318.4
hp257	84.4	40.9	42.3	25.7	43.4	39.5
hp258	3553.7	6132.8	4445.9	6211.3	5451.6	6163.8
hp259	199	303.6	502.6	465.9	367	692.6
hp260	11572.8	21996	22419.9	31003.4	22760.3	23192.1
hp261	82.1	150.7	165	181.6	181.8	180.7
hp262	1250.3	6089.6	5055.5	8685.9	5560.7	8843.6
hp263	23.5	56.7	50.5	88.7	43.1	75
hp264	9.9	16.5	24.7	23.2	20.2	30.8
hp265	4324	3988.6	5942	3971.3	3458.5	4157.9
hp266	131.5	400.7	343.3	463.7	358.8	576.1
hp267	2.8	2.7	6.3	7.3	5	5
hp268	93.3	28.4	45.5	27.9	26.6	30.7
hp269	66.5	122.1	119.3	137.9	117.6	154.4
hp270	38.1	64	44.4	61.1	57.7	64.2
hp271	736.1	1201	1038.2	913.4	2718.2	1670.4
hp272	215.3	663	531.5	809.7	589.7	816.8
hp273	1499.6	1256	1444.9	1396.4	1641.7	2123.3
hp274	35.3	56.6	70.7	58.6	101.8	68.7
hp275	1381.8	3221.5	3434.1	4619.6	3199.9	4159.1
hp276	118	205.7	235.5	268.7	220.6	263
hp277	3001.3	5767.2	5649.8	5056.6	6907.5	8004.8
hp278	11	25.3	42.8	78.7	28.4	39.8
hp279	76646.4	10543.4	20159.4	10205.4	9665.2	10209.3
hp280	2508.3	1037.3	2151.2	1308.5	967.5	1227.9
hp282	162.8	579.5	511.7	696.7	575.4	806.7
hp283	2356	1195.4	2411.3	1599.9	1075.8	1327.6
hp284	58202.9	70512.8	79939	111749.8	66124.1	93153.6
hp285	14.1	16	19	15	28.5	25.6
hp286	26895.5	6747.2	6277.6	4496.9	5199.1	5232.6
hp287	93.7	238.9	210	368.9	205.1	252.3
hp288	161.8	251.3	296.2	306.5	300.8	306
hp289	27.8	69	56	76.9	61.5	81.5
hp290	13.5	8	11.1	9.9	8.5	6.5
hp291	10283.6	4253.2	8065.4	6103.3	3770.2	4423.3
hp292	37728.8	26265.9	24889	23063.7	22024.8	26452.8
hp293	2556.2	3020	3082.4	4505.9	2694	4055.3
hp294	31056.5	40824.8	45492.9	61953.6	37520.7	52001.9
hp295	16.7	44.1	32.3	80.2	33.7	40.7
hp296	88588.7	51820.8	55434.4	52495.2	44616.7	49875.1
hp297	406.2	292	392.9	327.7	272.1	319
hp298	235.6	484	460.7	544.1	489.1	577.2
hp299	508.5	692.3	673.4	606.4	901	792.2
hp300	3697	554	1087.9	551	518.6	588.8
hp301	7726.2	4263	5887.3	4876.5	3793.4	4732.4
hp302	7700.9	8627.8	7955.1	7716.5	12374.9	10434.7
hp303	2595.6	4580.4	5359.9	7005	4329.4	6004.3
hp304	139.2	250.5	276.2	431.1	260.9	251.9
hp305	14414	7332.4	8894.4	7402.2	6571.2	7726.3
hp306	46493.9	69539.1	82409.9	84454.9	71201.1	97144.3
hp307	53	114	163.6	50.3	65.8	65.8
hp308	460.7	124.1	154.8	99	109.7	128.1
hp309	120.2	232.5	278	423.5	217	296.3
hp310	10.3	12.1	20	7.4	11.2	11.6
hp311	10.4	17.1	18	19.4	18.1	20.2
hp312	10256.7	4003.2	6519.7	5298.6	3436.9	4253.9
hp313	8240.9	13151.1	13075.7	13569.9	13391.4	15731.4
hp314	12.3	14.5	18.8	20	16	18.3
hp315	78.9	67.6	123.1	70.5	65.2	63.1
hp316	276.1	230.6	275.1	160.5	228	254.6
hp317	593.1	468.4	615.8	447.3	465.8	544.4
hp318	3.2	9	6.9	14.9	7.8	7.7
hp319	35.3	60.5	58.9	54.7	61.6	94.9
hp320	6.1	27.8	24.3	39.6	23.8	38.9
hp321	33	55.8	67.9	72.9	61.4	73.4
hp322	18.8	25.5	18.5	26.9	24.4	21.9
hp323	147	172.5	141.6	83.5	142.2	138.9
hp324	327.8	231	324.3	239.6	230.6	265.6
hp325	8201.3	39787.8	41920.8	54950.5	48361.8	57570.2
hp326	126.9	241.5	260.2	275.2	298.5	270.7
hp327	34739.7	7185.6	11861.9	6759.4	6951.3	7782.9
hp328	482.6	296.6	985.5	366.3	243	335
hp329	320.4	1376.3	469.9	3688.2	771.4	906.6
hp330	227	477.6	476.3	576.1	451.3	596.3
hp331	6126.6	11233.7	13582.9	8682.2	26152.1	20004.5
hp332	339.2	419.3	363.6	323.9	709.8	757.3
hp333	42.6	71.9	78.2	78.9	82.5	86
hp334	61696.7	90904	80792.7	73022.9	187796	111544.6
hp335	123.9	213.9	210.4	313.6	187	231.7
hp336	958.6	2418.3	2705.9	3477.1	2387.4	3239.2
hp337	46.7	68.2	87	91.6	74.2	90.9
hp338	1701.6	7624.3	5048.8	13106.4	5157.4	7517.8
hp339	57.9	224.6	198	509.3	174.9	228.4
hp340	8691.6	20328.1	21545.9	27516.3	19325.5	26247.4
hp341	408.3	834.5	816.8	631.2	1179.3	1269.5
hp342	123.8	344	291.5	577.8	292.9	320.8
hp343	592.6	466.6	716.1	377.3	539	517
hp344	105.9	100	125	99.7	89.2	107.4
hp345	282.7	90.8	100.4	58.7	79.4	109.5
hp346	196.8	1803.3	1123.6	1915.3	1519.1	2673.9
hp347	1168.1	1246.9	1044.5	1230.2	833.2	844.3
hp348	1133.1	1758.3	2107.2	2381.5	1767.8	2267.6
hp349	336.9	320.7	422.6	279.2	307	352.6
hp350	59.2	44.8	88.4	41.6	51.3	46.2
hp351	1881.7	8558.7	9444.7	10006.7	12587.9	12108.3
hp352	345.8	424	382.3	438	417.3	398
hp353	645.4	1324.2	1412.2	1427.9	1325.8	1935.1
hp354	75.4	136.9	112.8	141.3	126.3	141.3
hp355	5007.8	1254.7	2656.9	1862.3	1197	1297.9
hp356	1306.8	2661.1	2712.5	3192.4	2539.7	3327.5
hp357	335.1	282.4	335.2	222.9	315.2	285
hp358	1997.4	7212.1	6849.5	9766.5	6869.5	9198.8
hp359	10.4	27.2	35.5	33.7	35.1	43.6
hp360	191.9	495.4	447.7	570.5	500.8	556.6
hp361	1051.4	3737.3	3334.7	3632.7	3570.2	5947.1
hp362	294.9	354.9	371.7	495.7	357	360.1
hp363	25.4	44.1	59.8	48.8	52.2	82.8
hp364	100	162.3	185.9	161.5	219.4	194.4
hp365	896.7	1602.9	1739.1	1718.5	1674.1	2150.8
hp366	1091.5	2016.5	1934.6	1632.7	2729.8	2463.6
hp367	66.6	238.8	200.7	290.5	209.7	295.8
hp368	1939.3	3514.4	3885.2	4800.4	3330.9	4290.4
hp369	29.9	25.6	29.3	18.4	25.2	28
hp370	183	175.3	172.1	210	169.9	210
hp371	406.3	753.7	811.9	869	832.4	890.9
hp372	4091.9	921.1	1371.3	599.3	874.7	1380.3
hp373	12.3	19	16.8	21	15.2	29.8
hp374	4174.8	1076.3	1694.9	1006.7	1083.6	1244.8
hp376	44.6	45.7	52.2	46.4	56	54.2
hp377	1098	1906.8	2115	2508.2	1743.8	2506.3
hp378	14.5	29.3	39.3	46.9	32.9	38.7
hp379	11.6	12.4	15.1	73.2	16.9	15.5
hp380	24.6	11.2	24.3	11.3	14.3	13.5
hp381	146.5	336	319.6	453.5	313.9	351.4
hp382	26	55.3	64.3	62.5	62.4	78.7
hp383	347.5	930.4	694.3	1405.3	728.2	829.6
hp384	5.1	11.7	15.6	14.4	16.2	17
hp385	92	95.6	74.1	93.5	90.6	114.8
hp386	3633.3	1153.5	1223.6	879.4	1065.5	1106.8
hp387	3022.8	2603.1	2359.6	2116.6	2410.9	2582.8
hp388	571.8	701.4	781.9	635.1	966.2	948
hp389	1185.9	1461.5	1167.6	1145	857.9	1244.2
hp390	232.4	245.8	334.8	187.5	219	266.2
hp391	1313.5	1958.4	2110.5	2549.3	1810.5	2293.9
hp392	19.7	64.6	64.7	79.9	62.5	89.3
hp393	3002.2	8421	7751.3	7105.8	8960.5	12984.5
hp394	291.6	724.4	341.4	1304.7	760	384.7
hp395	1296.9	811.5	1269.2	993.4	745.9	923.6
hp396	24.5	113.2	64.4	218.5	71.5	91.2
hp397	333	1190.9	1022.9	1463.7	1104	1389.9
hp398	60.5	122.8	111.4	108.7	143.8	136.3
hp399	80.7	136.1	158.5	143	172.9	168
hp400	20.4	23.1	56.6	23.2	14.7	19.9
hp401	2500.9	2661.3	3334.1	3682.9	2852.9	3211.2
hp402	57.8	124.3	117.5	132.5	119.9	151.1
hp403	153	128.3	119	129.1	103.9	121.4
hp404	15.7	20.6	26.5	25.1	24.8	26.3
hp405	109.6	171.6	210.2	168	217.7	252.9
hp406	1101.4	2627.3	2618.1	3493.7	2303.2	3235
hp407	77	109.7	106.9	90.4	151.3	134.3
hp408	7.4	10.1	18.2	4.3	11.5	6.8
hp409	2	21.1	20.5	59.4	16.5	24.7
hp410	30.3	47.5	53.9	51	48.3	67
hp411	9336.9	10446	9083.2	8689	17345.1	13778.1
hp412	58.1	110.7	130.9	139.7	116.2	146.3
hp413	9.2	236	71.6	401.3	115.2	179.3
hp414	1783.6	2540.3	2480.4	2437.2	2463.9	3118.6
hp415	3459	1632.5	1518.6	1085.2	1688.9	1528.6
hp416	411.6	1747.5	952.7	3409.4	1071	1353.4
hp417	262.3	26	50.1	25.2	25.5	29.9
hp418	176.7	324.7	374	324.8	427.2	403.5
hp419	42362.2	268198.5	97525.2	621318.7	132824.5	174779.5
hp420	8569.5	26987.8	14863.7	26084.5	20763.8	25192.2
hp421	312.4	491.1	570.5	546.8	594.9	572.3
hp422	1062.3	2087.2	2113	1890.3	2314.4	2784.9
hp423	191.8	120.2	164.3	142.7	106	136.8
hp424	16445.1	4394.4	7013.3	5033	4305.5	4707.2
hp425	832	1311.6	1396.9	1169.7	1750.6	1546
hp426	1251.6	1931.1	2220.9	2177.9	2259.4	2232.8
hp427	120.9	252.8	312.4	304.3	322.6	320.8
hp428	50.3	78.1	73.9	128.3	68.5	77.6
hp429	620.5	794.7	874.4	952.4	727.6	1086.2
hp430	554.7	1136.5	1241	1197.5	1379.7	1356.7
hp431	1101	1451.2	1239.3	1107.2	3193.6	1976.5
hp432	149.9	300.3	273.5	276.4	293.4	374
hp433	9.4	15.9	12.7	10.2	26.1	26.5
hp434	20.7	66.2	74.8	80.5	68.2	100.4
hp435	3174.2	4323.3	4891.3	5271.5	4328.9	5018.4
hp436	87	263.1	196.8	440.5	185.5	245.8
hp437	3.9	8.3	10.7	9.5	11.2	11.3
hp438	164.7	370.1	437.6	567	397	410.4
hp439	53.1	198.6	219	326.1	195.7	235.1
hp440	850.3	1705.8	2015	1625.7	2334.5	2288.9
hp441	7117.7	15432.7	17022.4	19047.5	14904.8	20315.8
hp442	305.6	494.4	829.3	1124.7	539.6	740.9
hp443	687.4	767	795	750	794.5	931.8
hp444	769.9	2925.9	3000.6	3499.4	3019.8	3987.7
hp445	33.7	60.7	73.8	74.3	457.9	60.9
hp446	6442.2	7383.2	7247.8	10141.9	6335.1	10166.8
hp447	152.3	347.8	569	597.5	459	524.3
hp448	2054.9	3389.3	3942.5	5683.9	3043.5	4049
hp449	373.9	387.2	403.1	362.3	516.8	485.5
hp450	4312.9	3824.5	5023.3	5041	4605.4	4913.2
hp451	12573.8	1439.9	3429.9	2024.4	1464.5	1634.2
hp452	255.4	226.7	264.8	218.6	411.2	381.4
hp453	1484	631.1	684.1	647.8	523.3	629.6
hp454	21998.1	1903	4620.8	2009.2	2388.4	2230.5
hp455	25.5	46.6	51	50.1	52.9	55
hp456	5577.8	1290.5	2086.3	1458.5	1218	1489.7
hp457	1714.2	10332.2	10432.6	10735	11384.6	16815.6
hp458	3869.2	7844.2	6628.4	5783.2	10969.2	8477.5
hp459	847.5	1074.1	1043.1	940.7	1180.1	1334.9
hp460	111.9	182.5	184.3	177.7	199.9	204.8
hp461	10.7	18.8	22.4	19.2	23.5	24.5
hp462	164.5	278.6	338.5	402.1	254.7	378.2
hp463	11.6	18.6	23.4	18	28.6	23.5
hp464	3	10	10.6	12.9	10.3	12.2
hp465	72.7	162.8	137.7	149.4	169.3	171.5
hp466	466.4	1973.2	1457	2985.8	1457	1821.5
hp467	199.9	333	356.4	442	304.1	375.9
hp468	86.5	143.9	156.4	152.6	146.2	182.5
hp469	1281.6	8443.7	8347	12211.2	8339	10695.6
hp470	610.5	926.4	1163	959.2	1265.2	1154.5
hp471	88.3	155.2	159.5	130.1	234.6	173.8
hp472	4461.2	3927.4	3401.9	3614.6	5048.2	7007
hp473	2070.7	3851.7	4730.5	4994.5	3696.8	5568.3
hp474	129.1	229.1	215.5	235.3	239.6	233
hp475	5169.8	20666.6	29435.9	18618	22485	95215.8
hp476	377.3	691	735.6	642.4	722.9	997.8
hp477	527.8	1372.2	1449.5	1885.6	1263.1	1617.9
hp478	1121.8	1911.9	1646.7	1622.1	2419.2	1792.3
hp479	2532.5	4529.5	4905.4	4740.5	4541.4	5988.3
hp480	433.7	1067.3	1013.4	1214.2	994.4	1230.2
hp481	284.3	909.9	855	1272.7	753.3	1035.5
hp482	256.7	288.4	340.7	344.7	302.9	336
hp483	1018.5	2229.6	2294.5	2941.8	2046.2	2488.2
hp484	481.4	1114.1	970.8	1458.4	897.4	1140.9
hp485	30	16.2	20.6	15.1	14.8	21.1
hp486	3028.6	9225.6	10211.8	12177.8	8678.7	12544.6
hp487	219	402.1	484.4	436.1	485.9	517.7
