index	CD_1	CD_2	CD_3	Ctrl_1	Ctrl_2	Ctrl_3
hp2768	1270.8	4355.3	4892.4	3322	3772	4347.3
hp2769	2474.9	5786.8	6916.7	5529.5	5134.8	5819.5
hp2770	3533.3	9390.7	10495.8	7685.4	7943.6	10022.1
hp2771	2418.9	7654.9	9819.6	6424.1	6536.3	8740.3
hp2772	152.9	300.8	375.7	316.4	275.1	307.4
hp2773	6798	6520.7	7881.6	6882.5	6145	7355.9
hp2774	12.7	22.4	50.8	16.8	20.7	21.7
hp2775	793.4	2035.4	2598.4	1668.5	1922	2363.2
hp2776	463.5	1038.6	1283.8	883.9	964	1206.2
hp2777	18.7	37.5	60.1	43.5	37.4	44.7
hp2778	98.9	169.3	237.5	195.5	154.3	200.4
hp2779	201.8	519.8	568	410.5	459.7	540.3
hp2780	61.6	190.6	227.4	145.8	177.7	199.9
hp2781	462.2	941.9	1425.7	976.3	920.4	1176.2
hp2782	67.6	225.2	232.6	172.1	176.9	224.2
hp2783	377.9	639.5	774.2	634.3	597.5	698
hp2784	10.7	35.4	46.3	28.2	35.7	35.9
hp2785	4455.8	7712.4	8160.9	6251	7388.4	8393.5
hp2786	10.8	11.5	14	5.7	16.9	10.8
hp2787	337.7	893.5	1224.8	883.6	816.6	953.2
hp2788	1228.5	4554.6	5851.7	3680.8	3696.1	5268.1
hp2789	442.1	2029	3148.1	1907	1852.1	2066.1
hp2790	1340.7	3584.2	4905.1	3694.2	3000.9	3987.6
hp2791	941.8	2384.2	3103.7	2052.5	2295.9	2644.7
hp2792	45.9	115.9	132.2	89.1	106.2	127.9
hp2793	303	343.4	530.4	413	276.7	355.4
hp2794	199.6	838.5	884.7	668.4	677.7	710.6
hp2795	100.9	228	248.3	178.9	215.1	236.5
hp2796	303.8	775.3	1067.8	719	755.2	846
hp2797	978.1	2576.4	2744.4	2155.3	2313.8	2360.7
hp2798	130.6	251.6	287.7	224.4	220.7	284.4
hp2799	165.4	321.8	467.1	364.5	292	381.7
hp2800	378.1	1190.2	2272.9	1375.5	1139.3	1509.7
hp2801	168.5	480.2	544	217.5	347.4	316.1
hp2802	8796.5	19520	27701.9	20728.4	16669.4	23889.6
hp2803	337.1	804.4	851.2	641.8	717.5	811.4
hp2804	857.6	1189.2	1825.1	1498.4	1221.3	1449.3
hp2806	97.9	147.7	179.5	139	154.2	161.4
hp2807	12.6	28.4	23.3	16.7	16.7	20.2
hp2808	364.8	629	787.6	610.1	630.5	675.8
hp2809	1275.2	4514.2	5471.2	3524.7	3951.9	4691.3
hp2810	2050.9	5114.4	6294.6	4282.1	4614.7	5820
hp2811	3379.5	5842.7	7628.7	6290.7	5256.9	6714.5
hp2812	159.2	313.3	269.5	217.1	293.9	297.9
hp2813	472.7	1032.1	1452.6	1127.9	895.3	1198.3
hp2814	40464.7	45187.4	58842.6	40652.4	54058.5	62791.9
hp2815	98.2	266.5	297.5	204.1	236.3	284.8
hp2816	68.9	130.6	199.4	118.6	146.7	170.4
hp2817	533	1620.7	2378.2	1531.7	1431.8	1916.7
hp2818	70.5	96.7	128.9	103.3	93.9	120.8
hp2819	334.9	119.3	171.5	208.1	112.3	173.3
hp2820	333.2	414.2	476.2	412.1	389.8	492.8
hp2821	157	315.7	322.3	221.6	325.9	331.6
hp2822	586.2	1827.5	1857.7	1230.1	1642.7	1824.7
hp2823	2783.9	5755.7	6855.9	5185.5	5122.5	6441.9
hp2824	530.6	1456.8	1875.2	1117	1596	1513
hp2825	14.2	44.8	52	28.3	50.2	45.7
hp2826	1364.7	2098.2	3972.4	1752.1	1809.8	2185.4
hp2827	6561	20307.6	27438.5	15502.8	17801.2	26999.9
hp2828	1400.8	1546.7	1703.2	1975.9	1328.5	1706.9
hp2829	761.5	1691.3	2284.3	1742.4	1516.6	1874.4
hp2830	26.3	42.3	49.2	46.3	42.1	38
hp2831	506.9	969.2	1255.6	909.7	924.8	1129
hp2832	19.1	48.5	42.9	27.3	55.8	44.4
hp2833	221.5	376.5	492.6	363.7	379.7	432.4
hp2834	375.7	860.6	1073	745.8	807.2	959.2
hp2835	295.5	511.5	660.7	509.9	513	555.5
hp2836	535.9	1322.7	1528.7	1228.5	1078.6	1377.6
hp2837	55.9	235.5	350.6	210.6	196.7	269.3
hp2838	52.9	140.5	149.4	116.7	122.5	131.9
hp2839	278	104.4	225.8	257.8	91.2	150.7
hp2840	92.5	458.7	499.3	353.1	335.3	424.3
hp2841	12.5	21	30	20.8	23	24.7
hp2842	129.6	267.9	352.6	289.9	228	298.3
hp2843	7130.7	19304.6	17125.2	14078.5	15931.8	17252
hp2844	33.1	94.9	120.6	84.6	79.2	106
hp2845	23.8	47.9	39.1	26	50.9	52.8
hp2846	2222.8	6625	8179.4	5245.1	5925.3	7353.3
hp2847	33.4	56.1	72.5	41.1	76.6	66.2
hp2848	2255	5273	7427.3	5744.1	4614.8	5833.6
hp2849	697	1367.1	1467.2	1252.1	1115.9	1464.4
hp2850	271.4	408	491.1	361	302.8	374.7
hp2851	363.8	1404.5	1273.6	1044.1	1198	1028.4
hp2852	46.2	89	108.7	81.6	86.3	95.4
hp2853	5688.6	16064.5	18713.8	13647.8	13003.6	17407.1
hp2854	289.9	546.4	680.6	562.2	482.7	595.3
hp2855	756.6	3563.6	5649.4	2969.1	3201.3	4158.8
hp2856	4169.2	6055.5	7840	4738.6	5194.9	5985.7
hp2857	695.5	1262.1	1839.4	1352.7	1335.2	1389.5
hp2858	84.3	217.1	276.4	97.1	189.1	150.1
hp2859	213.8	636.5	1102.9	663.2	644.9	743.6
hp2860	121.8	181.7	612.3	276.3	122.7	179.5
hp2861	373.2	897.2	1409.3	453.8	721.8	764.7
hp2862	2394.6	6732.2	9159.8	6310.3	5919.4	7454.6
hp2863	3061.9	10263.2	13728.1	8652	8543.4	12024.9
hp2864	828.8	2561.9	3342.3	2287.5	2403.7	2507.2
hp2865	74.9	93.8	79.1	67.7	112.3	93
hp2866	54	96.8	147.8	95.1	108.6	118.2
hp2867	596.2	2243.5	1208.9	906.2	2918.7	1285.6
hp2868	39.1	54.8	74.8	51.9	56.2	75.8
hp2869	156.7	441.4	468.8	392.6	359.7	398.8
hp2870	121.2	134.8	180.6	159.7	129.8	176.7
hp2871	192.6	353.6	456.2	323.6	335.3	430.6
hp2872	402.8	1481.5	2437.2	1430.7	1217.6	1939.2
hp2873	194.1	413.3	501.1	363.6	379.6	458.6
hp2874	17.8	92.4	100.8	59.5	73.2	92
hp2875	280	555.4	634.9	529	507.1	545.2
hp2876	127.4	257.4	337.3	259.2	230.1	292.2
hp2877	101	177.8	218.8	143.3	197.6	202.6
hp2878	23.2	70.2	71.6	44.8	62.3	76.4
hp2879	500.6	935.5	699.7	486.8	1318.8	836.8
hp2880	159.6	324.3	410.7	313.1	298.8	353.4
hp2881	658.7	1514.4	1562.8	1207.7	1287.8	1563
hp2882	16.4	27.3	35.2	27.7	23.8	34.4
hp2883	1616.9	5221	7125.6	4768.8	4588.2	5530.9
hp2884	544.2	1053.2	1400.1	911.7	1223.6	1118.6
hp2885	140.1	265.4	579.6	499.5	249	339.7
hp2886	15.7	24.2	24	16.8	41.9	20.5
hp2887	384.8	731.7	842.3	583.6	765.7	780.3
hp2888	802.8	1734.3	2109.7	1419.3	1607.7	2058.5
hp2889	101.9	195	252.3	170.4	200.4	224.3
hp2890	407.8	897.9	1111	847.3	792.5	972.8
hp2891	22.5	41.1	60.1	47.1	43.6	42.1
hp2892	287.4	744.5	777.1	520.1	679.3	788.3
hp2893	2501.3	6215.2	6733.3	4753.9	5373.2	6757.5
hp2894	123.5	221.6	258	206.6	214.6	224.9
hp2895	1461.3	1763	2265.1	1719.8	1876.2	2244.3
hp2896	50.2	114.4	168.3	129.4	101.3	128.4
hp2897	1057.5	2208.8	3203.7	2436.1	1908.6	2684.9
hp2898	101.6	238.2	284.6	221	206.2	247.1
hp2899	83.8	135.2	179.1	128.9	142.4	156.1
hp2900	10556.1	19794.2	25266.7	20222.8	17124.2	22950.6
hp2901	340.1	837.2	1028.5	785.8	748.7	839.4
hp2902	377.2	906.6	990.7	722	808.2	937.5
hp2903	11717.3	26484.2	37216.6	28579.4	22748.4	30277.4
hp2904	871.7	2197.2	4621.6	3160.8	1931.3	3097.1
hp2905	11887.8	29909.9	32588.7	22284.6	27087.3	31853.5
hp2906	262.4	610.7	692.3	431.1	569.2	745.7
hp2907	6151.1	20284.2	24952.9	16449.4	18344.1	20181.8
hp2908	10.5	13.5	18.1	13.9	13.6	17.5
hp2909	71.7	178.3	265.2	160	184.5	208.7
hp2910	94	217.2	248.8	124.5	237.5	305.3
hp2911	133.1	232.3	229.6	223.5	190.2	222.3
hp2912	362	425.1	500	379.7	370.4	463
hp2913	458.5	1037.4	1512.1	1000.6	1052	1173
hp2914	105.8	297.2	466.5	328.6	264	332.3
hp2915	436.6	542.4	885.9	512	519.2	572.1
hp2916	28914.4	72165.8	83819.3	59196.2	60542.7	82085.9
hp2917	1501.3	2506.1	3496.9	2600.1	2375.2	3131.5
hp2918	1019.8	2964.9	3894.1	2506	2538.4	3487.8
hp2919	35	51.7	67.5	47.9	54.3	63.6
hp2920	102.3	314.5	499.4	398.4	251.2	333.5
hp2921	2349.8	10994.5	11257	7197.4	8609.2	10418.4
hp2922	2373.1	3392.5	4007.2	3188.2	3166.4	4126.6
hp2923	2343.4	4408.6	5819.3	4412.2	4104.4	5022
hp2924	140.8	312.8	312.3	254.6	256.2	318.4
hp2925	21.3	55.6	74.3	49.5	51.3	61.7
hp2926	189.6	458.6	560.2	368.9	412.7	537.6
hp2927	51.4	110.5	114.1	98.8	95.8	101.8
hp2928	2151	8974.8	10522.9	6195.8	7554.5	9438.2
hp2929	1306	3459.2	3788.9	3468.3	2619.8	3182.9
hp2930	2003.2	479.3	440.4	530.3	583.2	646.9
hp2931	33.6	186	242.9	138.7	160.5	175.1
hp2932	30.4	127.4	149.9	83.5	120.9	125.4
hp2933	127.1	444.8	487.7	351.1	335.2	455.7
hp2934	1975.1	3397.7	4334.4	3655.9	2909.8	3941.7
hp2935	9.5	16.7	22.8	19.5	15.9	17.2
hp2936	3662.1	1947.1	2655.8	3538.3	1628.5	2181.1
hp2937	799.6	1231	1573.3	912	1017.9	1219.6
hp2938	611.4	1947.4	2555.6	1687.4	1798.3	1948.7
hp2939	1858.6	3981.3	4414.2	4004.9	3216.7	3851.7
hp2940	1010.1	5106.1	4838.6	2953	4295.9	4438.6
hp2941	55.5	149	178.1	113.2	140.4	162.1
hp2942	82	168.3	226.9	171.2	162	178.1
hp2943	117.3	258.4	341.1	270.8	212.3	294.5
hp2944	2984.3	8740.3	10169.6	6337.2	7924.5	9576.3
hp2945	4.2	11.5	11.9	10.8	9.9	9
hp2946	74.6	265.8	396.6	292.9	207.7	278.1
hp2947	188.8	617.7	692.2	421.4	543.3	669.8
hp2948	61	93.9	105	96.1	80.1	101.5
hp2949	878.1	2042	2656.8	1876.4	1882.1	2237.4
hp2950	2344.7	8001.4	8352.6	5622.8	6792.7	7732
hp2951	75.8	163.1	186.8	145.7	147	164.8
hp2952	3102.5	3551.5	4031.5	3285.5	3201.7	3723.2
hp2953	80.9	143.5	193.1	139.3	138.4	171.9
hp2954	719	1374.8	1681.3	1272.4	1286.3	1498.3
hp2955	13.1	23.2	30.6	24.5	20.5	27.2
hp2956	265.9	669.8	713.4	505.4	632.6	646.3
hp2957	502.8	1951.3	2079.7	1340.7	1623.1	1894.2
hp2958	361.2	885.5	1048.6	840.3	736.5	893
hp2959	240.6	688.2	961.6	677	601.3	733.4
hp2960	537	1697.2	2281.9	1607.9	1520.5	1649.6
hp2961	488.3	1745.1	1133.1	901.2	1595	1210.2
hp2962	2340.7	4848.9	5728	4086.5	4391.1	5529.5
hp2963	636.6	1733.7	2124.7	1818.2	1350.3	1681.2
hp2964	137.5	291.3	458.8	320.5	278	350.6
hp2965	1309.9	1735.4	2181.7	1490.3	1526.3	1738.4
hp2966	265.5	610	693.7	540.7	539.7	605.3
hp2967	11521.7	35374.3	45809.7	28058.7	30575.8	41518.6
hp2968	107	150.4	177.5	148.4	163.4	147.5
hp2969	160	382.2	633	311.5	581.2	402.4
hp2970	200.1	431.4	496.4	357.9	378.7	487.8
hp2971	436.9	1365.4	1875.6	1238.1	1158.6	1518.7
hp2972	2644.6	6232.2	6670.9	4689.7	5484.4	6762.6
hp2973	402.4	1345.9	1601.3	1064.7	1158.9	1349.5
hp2974	157.2	334.7	383.5	263	353.2	332.2
hp2975	8.1	6.1	14.4	7.8	7.4	8.3
hp2976	245.4	629.2	777.3	522.8	589.8	663.4
hp2977	177	566.3	873.5	513.6	542.2	642.2
hp2978	3048.3	8083.3	9513.7	6442.6	7098.8	8778.1
hp2979	53.5	163.5	242.7	167.9	138	180.9
hp2980	18.4	32.7	47.5	33.6	32.2	40.1
hp2981	1175.1	1981.7	2196.4	1713.7	1922.4	2083.7
hp2982	107	432.4	367.5	210	380.5	428.5
hp2983	1198.5	371.2	533.3	679.7	411.5	494.9
hp2984	355.5	897.8	984.6	746.8	799.4	855.2
hp2985	963.7	2824.8	2883.5	1899.1	2697.4	2657.8
hp2986	193.3	295	324.6	264.8	270.8	331
hp2987	123.7	195.9	272.4	194.7	198.2	242.3
hp2988	94.7	189.1	246.9	149.5	203.7	226.5
hp2989	397.1	1231.3	1535.7	1154.7	992.7	1223.9
hp2990	75.6	151	186.7	126	153.9	166.3
hp2991	541.9	926.5	1013.3	781.3	852.7	1034.1
hp2992	1156.3	2567.3	3443.8	2630.8	2245.5	2818
hp2993	138.1	537.9	578	191.4	543.6	1053.5
hp2994	904.9	1503.6	3167.4	1308.9	1259	1521.2
hp2995	4.9	9.6	7.1	6	6.2	6.9
hp2996	1914.7	5277.7	5572.5	4180.9	4169.1	5441.9
hp2997	5.1	8.8	5	9.9	5.3	6.1
hp2998	6.7	9.5	12	7.9	13.8	9.6
hp2999	82.2	110.4	161.1	76.1	108.3	126.5
hp3000	271.1	777.7	983.8	665.4	686.9	817.7
hp3001	3097.9	7450.9	8564.3	6113.5	6470.8	8056.3
hp3002	10.2	30	28.1	22.5	23.6	27.3
hp3003	454.3	1346	1589.9	1100.9	1119.2	1416.4
hp3004	832.7	1581.4	2023	1736	1337	1711.6
hp3005	694.1	1612.8	1931.7	1445.5	1512.1	1576.3
hp3006	73.4	138.8	209.9	158	132.9	160.3
hp3007	7.3	20.4	29.2	20.1	19.1	20.9
hp3008	556.6	986.1	1121.8	886.3	911.3	1051.6
hp3009	2182.4	5951.6	7028	5153.8	4847.7	6292.5
hp3010	7.6	28.7	34.7	21.9	24.9	28.3
hp3011	257	658.3	1170.6	730.1	650.8	800.8
hp3012	533.2	2073.4	2286.8	1317.6	1753.1	2223.7
hp3013	23.1	49.6	64.3	50	43	54
hp3014	377.3	684.2	779.2	510	799.6	708.1
hp3015	12.9	29.1	41.3	19.9	23.7	19.7
hp3016	20.3	48.6	77	58.4	43.3	53.6
hp3017	146.7	260.2	365.9	273.5	236.9	322.1
hp3018	190.4	863.7	821.7	483.6	733	802
hp3019	113	374.5	421.6	373	262.6	340.1
hp3020	18	114	271.8	125	89.7	162.5
hp3021	136.6	352.3	519.1	315.6	325.9	438.2
hp3022	845.8	480.6	618.5	496.2	476.5	780.3
hp3023	556.6	1444.7	1833.4	1293.7	1290	1509
hp3024	816.2	1681.1	2097.5	1477	1624.5	1828.2
hp3025	277.5	648.2	841.9	599.1	609.9	677.3
hp3026	4.3	12.1	29.4	13.1	18.3	14.5
hp3027	31.4	56.5	73.9	44.9	66.7	65
hp3028	132.6	313.8	346.3	258.3	277.8	314.5
hp3029	718	1404.2	1656.8	1190.8	1322.4	1553
hp3030	19.6	82.2	98.3	69.5	60.8	79.3
hp3031	1383.2	3374.3	3878.7	2851	2943.5	3469.5
hp3032	186.6	375.2	524.9	320.2	393	461.4
hp3033	65	76.5	126.8	84.3	62.4	87.4
hp3034	28.8	56.8	104.4	27.9	56.2	59.4
hp3035	3029.2	9275.3	11893.4	8082.4	7615	10077
hp3036	1371.8	3289.8	3712.5	2867.7	2955.1	3123.9
hp3037	241.4	158.1	191.5	151.3	180.4	215.7
hp3038	1291.1	3929.4	5086.1	3108.9	3575.1	4312.7
hp3039	907.7	2025.6	3131.5	2146.9	1944.5	2344.4
hp3040	760.5	1468.7	1774.4	1387	1353	1537.5
hp3041	1060.1	1887.6	3236.7	2517.2	1685.3	2488.9
hp3042	460.3	1026.7	1331.6	882.1	1005.5	1135.5
hp3043	1176.8	5047.9	6689.7	4048.4	4027.7	5355.2
hp3044	4.1	6.3	10.3	6.5	5.7	11.2
hp3045	4999.4	5221	5652.3	10992.1	4283.5	4823.1
hp3046	54.1	77	140.2	65.3	68.3	86.7
hp3047	219	404.1	549.5	382.8	458.9	411.1
hp3048	1111.5	3724.2	3639.3	2833.2	2893.2	3284.3
hp3049	389.4	753.9	723.5	700.9	601	689.8
hp3050	473.3	910.8	1396.6	1042.9	797.7	1157.7
hp3051	1864.1	4049.4	5347.1	3994.1	3497.4	4593.2
hp3052	13.1	22.3	23.7	27	18.1	19.3
hp3053	112.9	254.8	324.6	213.6	241.2	290.1
hp3054	920.9	3444.2	4498.1	2540.9	3110.3	3696.8
hp3055	256.1	558.5	635	468.1	484	609
hp3056	32.5	127.3	106.2	60.2	103.8	138
hp3057	16.2	37.5	60.4	39.1	37.7	43.3
hp3058	712.5	2845.3	3287.1	2579.3	2077.8	2521.1
hp3059	54.5	63.5	82.8	50.7	60.4	75
hp3060	392	1452.4	1891.9	1130.4	1282.8	1504.9
hp3061	10.9	13.3	30	18	12.3	35.4
hp3062	235.1	495.6	730.3	469.6	465.8	634.8
hp3063	185	450.2	595.8	419.7	377.6	525
hp3064	4879.8	8423.6	10208.7	8730	7594.1	8731.7
hp3065	15.1	28.9	41.9	27.1	30.4	34.4
hp3066	1277.3	2569.1	3053.2	2623.4	2085.1	2712.2
hp3067	608.8	1586.4	2053	1360.5	1414.4	1765.1
hp3068	1897.4	2070.3	1708.3	1420.2	2269.4	2790.6
hp3069	399.8	825.1	1005.5	785.6	735.4	861.4
hp3070	231.9	569.7	614.7	427.8	464.2	654.6
hp3071	2730.1	3345.5	4655.9	3173	3021.4	3529.9
hp3072	59.9	154.4	204.3	141.3	154.9	147.3
hp3073	134.6	281.3	422.7	270.9	280.4	342.6
hp3074	647.5	1230.2	1508.1	780	1092	964.7
hp3075	1941.8	4237.1	5398.5	3599.4	3923.8	4948.8
hp3076	41.3	135.8	163.6	123	103.7	134.1
hp3077	249.7	455.2	421	379.5	363.4	459.3
hp3078	824	2059	2444.5	1610.3	1832.5	2307.4
hp3079	271.8	685.1	929.2	626.1	622.4	757.5
hp3080	193.2	385.2	456.5	345.2	341.6	422.8
hp3081	75.5	202.7	264.3	162.4	177.9	245.5
hp3082	84.7	159.3	181.2	135.7	171.4	148.3
hp3083	61.5	134	234.2	177.3	108.7	179.3
hp3084	473.5	906.3	1079.7	794.4	905.3	925.8
hp3085	125.5	454.9	493.8	302.2	389.5	457.3
hp3086	170	397.3	417.8	330	356.6	364.6
hp3087	1053.3	2404	2983.7	2213.5	1984.7	2735.9
hp3088	907	1487.3	1969.8	1535.5	1414.7	1699.6
hp3089	529.8	1402	1686.6	1085.1	1328	1464.7
hp3090	57	152.3	179.5	116	147.8	152.7
hp3091	30.8	67.9	109.3	76.2	60.5	84.9
hp3092	267	634.2	810.3	544	627.7	652.1
hp3093	787.7	1335.3	1751.6	1351.2	1272.2	1503.4
hp3094	117.3	483.8	535.9	337.1	389.5	469.4
hp3095	353.1	1002.6	1342.7	973.6	835.7	1045.3
hp3096	4.2	5.2	8.7	6.7	5.4	7.2
hp3097	244	363	422.7	361.3	343	382.3
hp3099	5.5	20	21.6	8.6	15.3	9.3
hp3100	646.7	2022.9	2209.5	1539.2	1784.6	1853.9
hp3101	45.1	92.4	119.6	67.8	112.8	102
hp3102	3512.2	6773.8	8189.3	6572.1	5659.2	7617.3
hp3103	135.6	306.6	271.8	197	260.8	326.2
hp3104	1138.6	2370	2791.5	2331.3	1853.3	2613.3
hp3105	508.1	1147.7	1441.4	1043.3	1031.4	1228.3
hp3106	5848.4	10807.4	12232.8	10150.3	8944.8	11900.1
hp3107	1877	5952.3	7354.8	5821.5	4894	5279
hp3108	377.3	688.7	1402.9	515.3	579.1	707.3
hp3109	77.8	107.4	126.2	120.4	86.9	129.1
hp3110	388.5	1062.7	1101.3	951.4	871.2	891.1
hp3111	11023.9	19920.2	29028.8	15277.1	24957	25998.7
hp3112	621.3	1286.5	1697.5	1324.8	1075.8	1469.9
hp3113	1984.5	3264.1	3931.8	2861.6	3309.3	3620.1
hp3114	301.6	1383.5	2166.4	1200.6	1228.5	1429.6
hp3115	4475.1	15755.3	20811.3	12208.5	14094.8	16749.6
hp3116	1157.8	3519.2	5062.4	2844.6	3669.2	3722.6
hp3117	465.9	1086.6	1230.3	988.9	943.2	1028.7
hp3118	242.9	621.5	937	600.6	595.3	697.4
hp3119	26197.8	73858.8	92138.1	62590.5	64395.8	76752.4
hp3120	993.8	3979.4	6352.4	3049.5	3746.5	4884.4
hp3121	537.3	1120.6	1302.9	1042.8	951.9	1168.1
hp3122	743.6	1214.2	1486.8	1267.6	1103.6	1287.9
hp3123	825.6	1860.5	2428.9	1703.9	1664.9	2090.4
hp3124	259.4	501.8	583.4	324.7	558	642.3
hp3125	385.9	608.8	681.7	568.6	532.5	684.3
hp3126	5963	3761	3867.9	3994.1	5125.8	5347.8
hp3127	8.6	16.8	23.4	9.9	15.3	14.4
hp3128	1410.8	2767.3	3526.8	2495.6	2328.3	3573.2
hp3129	687.1	1525	1808.4	1362.8	1318.6	1612.1
hp3130	744.1	2984.8	4188.8	2440.9	2615.1	3078
hp3131	54.9	137.9	179.1	138.5	108.2	151.3
hp3132	157.7	361.2	374.7	270.9	330.4	357.9
hp3133	124.2	193.1	211	160.1	195.3	206.7
hp3134	326.2	694.1	958.6	722.1	595.9	796.6
hp3135	2718	5095.3	5740.6	4551.1	4389.3	5559.5
hp3136	248.8	303.8	217.6	173.8	297.4	248.8
hp3137	2120.9	3586.9	4437.8	3531.8	3286.9	3978.2
hp3138	482.7	1170.2	1681.6	1078.3	1088.6	1370.4
hp3139	100.1	269.9	328.2	230.7	216.5	300.7
hp3140	123.6	262.5	293.8	230.5	231.8	262
hp3141	326.1	706.9	754.3	581.4	602.8	728.8
hp3142	890.9	2521.6	4014.8	2653.2	2171.8	2941.7
hp3143	2624.1	5200.5	8437.5	6390.1	4611.1	6361.7
hp3144	519.3	1114.2	1309.9	904.1	980.6	1294.6
hp3145	90.6	175.8	201.8	134.3	196.3	175.7
hp3146	804.2	695.7	770.9	894.2	696.7	773.9
hp3147	72.2	123.3	134.5	104.4	120.1	126
hp3148	81.5	148.6	232.2	147.2	164.2	178.4
hp3149	681	1359.8	1450.4	1224.3	1151.5	1340
hp3150	159.3	352.5	469.9	406.8	270.6	383.5
hp3151	2274.3	5476.3	6680.3	4564.6	4724.4	6185.6
hp3152	262	479.7	691.3	429.6	517.7	585.7
hp3153	69.5	126.8	167.2	117.5	135.3	133.5
hp3154	150.8	308.6	545	340.8	310.5	405
hp3155	1411.1	2430.5	2976.7	1794.1	2539.4	3233.5
hp3156	324.2	1381	1573	898.3	1097	1468.5
hp3157	5522.2	10606.1	11796.1	9657.7	9859.9	10107.3
hp3158	165.7	686.9	366.4	246.5	514.3	634.6
hp3159	253.9	241.5	375.6	324.9	231.7	243.5
hp3160	187.3	608.1	943.8	633.4	474.9	707.3
hp3161	219.1	445.1	497.4	375.5	397.9	466.8
hp3162	63	86.1	133	112.8	89.5	97.3
hp3163	7837.2	39243	32473.7	20013.4	33879.7	30402.6
hp3164	7499.5	27267.5	25236.6	16657.8	24208.6	23146.1
hp3165	1525.2	5807.7	6871.7	4001.6	4874.7	6114.8
hp3166	61.3	109.9	150.5	104	113.6	124.2
hp3167	935	3001.4	3601.5	2186.7	2673.3	3135.6
hp3168	1446.5	3068.8	4046.3	2753.9	2811.1	3583.4
hp3169	493.8	281.9	534.7	731.8	220.9	262.9
hp3170	38.1	32.9	48.8	43	32.1	36.9
hp3171	20032.9	6970.5	6675.4	9310.4	12053.3	13848.9
hp3172	143.7	242.7	294	213.1	253.1	257.2
hp3173	1196.9	3915.2	4681.5	2970.2	3232.2	4169.1
hp3174	536.2	1453.5	2274.8	1377.1	1386.4	1684.2
hp3175	14377.7	48555.7	48716.3	35041.5	37928.2	45136.8
hp3176	25.3	86	107.1	76.5	74.7	75.9
hp3177	748.4	3006.4	3027.1	1784.2	2690.7	2737.7
hp3178	54	63.4	90.8	60.4	66.2	62.9
hp3179	1724.9	3018.5	4831.5	4313.6	2461.2	3704.8
hp3180	248.4	346.9	442.4	278.7	395.2	461.5
hp3181	80.5	176.1	200.8	138	162.2	190.4
hp3182	27.2	101.8	125.7	88.1	78.5	97.5
hp3183	284.8	419.9	559.5	376.9	338.8	398.8
hp3184	166.9	345.7	502.1	342.9	315.6	420.8
hp3185	322.7	544.6	645.3	452.1	537.5	632
hp3186	202.6	338.2	433.2	289.7	375.2	375.9
hp3187	1057.5	1460.7	1685.8	1448.9	1323.4	1660.7
hp3188	315.8	1309.7	893.8	515.9	1122.7	1229.6
hp3189	8.5	20.7	29.6	23.4	20.7	18
hp3190	146.7	293.4	375	295.5	267.7	300.6
hp3191	271.1	405	399.1	349.1	417.9	362.6
hp3192	307.7	455.2	518.9	404.9	414.2	551
hp3193	218.6	480.4	558.7	393.7	437.9	510.3
hp3194	5.5	14.1	40.6	10	9.9	14.1
hp3195	100.5	266.6	342.3	201.3	262.7	292.5
hp3196	2058.2	6496.9	7082.8	4715.4	5548.3	6271
hp3197	96.2	331	466.3	254.3	326	346.7
hp3198	5808.6	6321.4	6990.7	4472	7004	6698.2
hp3199	1412.1	4235.3	5255.8	3522.6	3880.1	4011
hp3200	971.8	2579.6	3095.8	2097.7	2246.9	2703.1
hp3201	3776.5	11766.9	16970.3	11097.6	10124.1	12470.7
hp3202	161.9	335.1	520.8	364.9	313.9	394.3
hp3203	35.8	54	74	51.8	56.7	65.2
hp3204	203.6	354.8	497.3	333.5	352.7	439.4
hp3205	3540.7	11680.5	14029.7	8097.1	10171.2	12859.4
hp3206	44.5	97.3	109.9	92.9	78.7	96.2
hp3207	10.7	16.5	30.9	17.6	21.1	22.2
hp3208	2867.8	5710.5	7333.4	5976.8	4821.2	6147.9
hp3209	82.9	156.9	200.4	118.2	130.6	118
hp3210	18.3	43	73.8	38.4	50.2	52.8
hp3211	192.2	345	368.6	279.7	330.9	352.6
hp3212	852.1	2693.2	4066.1	2285	2472.9	3138.4
hp3213	25.3	126.2	171.6	99.3	93.5	133.2
hp3214	52	83.8	127.2	79	88.5	114.6
hp3215	312.3	575.2	764.1	453.4	650.2	682.2
hp3216	1238.5	3259	3919.5	2839.3	2792.1	3249.1
hp3217	14.3	17.5	26	14.8	16.6	20.6
hp3218	1793.4	4520.1	6017.8	4153.7	3886.2	4987.7
hp3219	4.9	8.3	11.5	8.5	8.4	9.3
hp3220	1290.3	3637.2	4681.5	2994.9	3160	3990.9
hp3221	23.4	47.9	65.5	44.7	42.1	59.9
hp3222	6063.5	3875	2473.5	2400	4316.6	3760
hp3223	47.7	104.2	193.8	91.5	68.8	87.7
hp3224	108.5	198.5	249.4	206.7	182.7	199.6
hp3225	46.7	85.8	86.9	78.9	69.8	83.7
hp3226	1118	2243.5	2776.4	1934.3	2152	2440.1
hp3227	1218.9	2993.8	3858	2761.2	2522.2	3262.1
hp3228	220.3	814.2	1074.5	597.9	734.5	856.4
hp3229	173	435	759.9	453.7	426	532.3
hp3230	579.6	1350.1	749.4	499.7	2147	1023.2
hp3231	172.8	333.4	457.7	309	339.4	371.9
