index	CD_1	CD_2	CD_3	Ctrl_1	Ctrl_2	Ctrl_3
hp2087	2.7	4.8	5.3	6.4	3.4	2.6
hp2088	16.2	44.5	63.4	22.9	37.9	41.2
hp2089	4.1	25.1	22.4	15.6	18	11.5
hp2091	5.6	38.7	58	18.3	37	28.3
hp2092	4.3	28.4	18.8	9.6	18.6	18.1
hp2093	5.8	83.6	97.8	8.4	52.9	59
hp2094	14.8	43.5	42.2	23.4	42.6	33.9
hp2095	6.6	44	64.6	14.5	28.3	30.4
hp2096	2.5	27.4	55	8.3	20.4	39.5
hp2097	8.1	23.5	22.1	24	17.2	12.6
hp2098	12.8	18	43.4	22.3	23.4	15.5
hp2099	3.8	7.9	9.9	6.7	7	7.4
hp2100	4.5	13.1	11.8	3.8	11.6	12
hp2101	34.1	69.5	134.4	85.7	58.7	79.3
hp2102	4.8	15.3	20.1	10.2	13.2	14.1
hp2103	4.4	10.3	13.3	10.7	9.4	7.3
hp2104	3.2	14.5	18.4	6.1	15.4	12.7
hp2105	8.6	40.8	38.3	11.2	31.1	28.3
hp2106	2.9	9.1	11.4	4.4	7.7	11.8
hp2107	5.2	15.2	11.9	8.1	7.9	12.1
hp2108	9	41.9	84.3	27.1	35.4	47.5
hp2109	5.1	23.7	26.6	6.8	19	18.2
hp2110	3.5	18.3	30	9.8	13	21.9
hp2111	3.8	10.4	10.9	5.6	8.3	11.3
hp2112	6.2	12.6	22.8	8.2	17.3	15.8
hp2113	4.8	28.7	32.1	8.9	21.9	16.1
hp2114	129.2	246	298.6	165.4	231.8	288.3
hp2116	18.3	125.8	135.8	40.8	107	103.7
hp2119	14.8	29.9	44.3	39	24.5	24.5
hp2121	6	19.6	25.6	11.3	13.3	15.9
hp2122	12.2	54.3	48.3	39.4	32.1	32.5
hp2123	5.2	15.7	17.1	6.6	11.7	14.4
hp2124	20.1	93	105.7	21.6	82	79.9
hp2125	3.1	4	7.9	3.1	5.4	7.2
hp2126	14.6	20.9	24.2	23.1	16.6	17.7
hp2127	7.9	24	30.7	12.5	17.3	21.3
hp2129	6.6	13.6	16.5	6.6	13.5	13.8
hp2130	4.1	27.7	24.5	6.3	21.7	14.3
hp2131	4.5	27.8	26.2	10.8	25	16.8
hp2132	11.7	30.2	44.1	24.5	27.3	28.3
hp2133	8.2	34.9	77.3	15	32.2	32.3
hp2134	25.4	34.4	43	33.2	30.9	39.8
hp2135	4.7	11.5	13.5	5.8	11.7	13.1
hp2136	8.4	111	169	31.5	90.7	89.7
hp2137	4.9	11.5	19.6	6.2	12.9	11.2
hp2138	38.1	140.7	130.8	60.3	104.9	88.9
hp2139	3.4	20.4	18.3	7.5	13	17.7
hp2140	38.2	221	192.5	81.3	154.3	173.8
hp2141	15.6	33.8	52.6	29	29.3	39
hp2142	9.1	35.3	86.3	25.4	32.2	47.4
hp2143	1.9	14.8	36.5	5.5	10.8	11
hp2144	7.9	652	702.7	25.5	617.8	531.1
hp2145	2.1	6.7	6.7	3	5	8.1
hp2146	15	41.3	51.3	21.1	37.8	32.7
hp2150	5.4	12	16.6	9.7	15.2	8.7
hp2151	8.5	45.3	41.9	16.5	32.1	23.2
hp2152	14.6	22.7	27	17.2	24.4	23.5
hp2153	5.6	16.2	18.5	10.2	12.4	11
hp2154	15.1	75	58.5	14.7	62.5	53.3
hp2155	3.7	15.9	49.6	10.6	12.8	15.1
hp2157	3.5	10.2	15.1	5.4	7.2	11.2
hp2158	8.2	30.7	23.3	12.7	25.9	22
hp2159	2.1	24.5	23.2	6.3	13	22.2
hp2160	11.4	36.4	40.6	25	27.8	29.2
hp2161	9.5	13.2	20.5	9.4	17.6	17.7
hp2162	6	39	45.5	22.1	23.4	27.9
hp2163	5.9	40.9	34	6.9	31.9	26.3
hp2164	44.4	260.9	411.3	74.3	368.9	250.6
hp2165	3.9	15.7	20.7	8.1	11.6	17.3
hp2166	8.5	37.6	46.2	15.8	28.7	25.1
hp2167	8.5	47.7	41.4	13.1	44	39
hp2168	2.9	2.8	7.9	4	4.6	4
hp2169	4.8	31.5	27.2	9.1	19.9	17
hp2171	39.8	110.5	120.2	128.3	60.6	81.4
hp2172	11.1	16.9	16.8	11.5	15.4	16.5
hp2173	9.5	29.3	43.1	18.9	23.5	22.1
hp2174	5.2	20.8	15.8	8.6	13.1	18.7
hp2175	20.6	82.9	66.9	34.6	58.2	46.4
hp2176	5.8	17.7	18.4	8.9	14	18.3
hp2177	83.8	333.3	420.5	128.2	321	223.3
hp2178	5.4	9.6	16.3	8.3	12.4	9.4
hp2179	3.1	12.8	37.5	31.3	6.2	11.1
hp2180	7.5	16.7	17.2	12.6	11.9	16.3
hp2181	6.8	21	14.6	9.3	18.8	14
hp2182	3.4	22.5	28.5	8.9	19	17.6
hp2183	15.2	42.9	47.2	25.8	34.5	40.9
hp2184	6.8	28.1	43.6	12.5	20	25.5
hp2185	8.3	73.7	74.6	14.9	51.5	42.2
hp2186	20.1	96.4	170	85.5	61.4	83
hp2187	16.3	56.2	84.8	45.4	50.3	42.3
hp2188	6	10.3	6.7	5.7	8.1	8.3
hp2189	8.3	16.2	17.6	8.7	17.6	17.6
hp2191	2.6	5.7	8.9	3	5.5	6.7
hp2192	3.9	17	17.9	8.1	8.9	13.1
hp2193	28.2	37.7	37.1	37	28.6	35.4
hp2194	9.7	675	1446.6	13	685.2	472.6
hp2195	5.4	10	11	7	8.5	9
hp2196	9	45.9	44.6	24.8	25.4	36.9
hp2197	6.6	44.4	54.8	15.5	39.7	35.5
hp2198	4.2	5.5	7.8	4.3	6.7	5.8
hp2199	156.2	454.4	455.2	185.4	477.7	438.7
hp2200	5.3	23.3	24.8	10.1	21.3	17.7
hp2201	26	120.2	129.5	54.1	97.2	96.5
hp2202	10.1	26.8	41.4	19.2	24.8	28.1
hp2203	12.8	20.2	29.6	19.5	17.6	24.8
hp2204	10.1	16.9	19	12	14.9	20
hp2205	7.7	9	15	10.9	9.6	10.9
hp2206	8.1	21.1	25.7	15.5	15.2	21.8
hp2207	4.7	15.2	13.8	6.9	12.3	9.9
hp2208	3.3	13.1	14.8	4.2	9	13.7
hp2209	12.9	32.4	35.3	18.9	29	23.4
hp2210	7.3	17.6	52.5	11.3	16.1	29
hp2211	7.4	50.7	48.5	18	34.5	38.2
hp2212	5.3	9.9	15.2	11.4	8	9.9
hp2213	10.9	57.3	105.9	30.5	51	56
hp2215	3.2	10.1	16.9	4.6	11.6	8.3
hp2216	60.8	73.6	110.7	89.7	65.2	78.6
hp2217	14.8	65.9	71.4	31.4	48.3	56.8
hp2218	18.5	39.4	49.5	36.6	25.1	44.7
hp2219	2.7	11.1	10.4	7.2	7.7	4.6
hp2220	8.4	26.9	23.2	12	21.4	23.9
hp2221	2.8	20.2	16.1	5.6	14.7	14.3
hp2222	3.4	9	8.8	2.6	9.1	9.3
hp2223	89.5	315.2	358.2	171.4	229.1	307.5
hp2224	7.8	46.4	90.8	27.1	37.7	42.4
hp2226	5.5	21	49.2	21.6	13.3	15.3
hp2227	3.3	16.2	18.5	3.2	23.4	18
hp2228	2.9	6.9	11.4	2.5	8.5	13.3
hp2229	10.6	25.9	29	11.7	19.6	30.2
hp2230	3.5	28.1	34.2	5.2	21	22.7
hp2231	11	18.8	36.9	16.7	19.2	20.9
hp2232	11.1	34.9	43.6	20.2	21.8	32.7
hp2233	2.6	8.9	13.5	2.9	8.1	10.7
hp2235	6.8	48.2	54	18.4	33.2	37.1
hp2236	2.7	12.4	15.6	5.3	11.6	10.5
hp2237	6.5	54.5	50.6	12.5	41.7	45.7
hp2238	7.8	49.3	60	14.2	34.3	37.1
hp2239	3.3	13.2	15.7	3.7	12.9	11.6
hp2240	3.4	13.9	15.9	8.5	7.4	10
hp2241	5.6	27.5	34	16.3	26	15.2
hp2242	2.4	11.5	11	4.7	8.8	8.8
hp2243	9.6	58.9	83.6	22	44.6	62.2
hp2245	30.4	155.8	158.3	68.7	115.4	115.4
hp2246	2.1	19.1	24.5	2.3	18.3	16.8
hp2247	3.5	25.5	65.1	16.1	15.6	17.1
hp2248	15	117.7	91.3	29.6	78	89.5
hp2249	70.4	501.4	520.5	155.1	467	325
hp2250	3.1	120	293.9	25.1	87.9	80.6
hp2251	8.7	23	31	9.6	27.3	28.2
hp2252	41.5	82.2	112.7	55.2	75.4	83.1
hp2253	11.4	44.1	81.6	33.4	35.3	42.6
hp2255	4.7	32	32.4	10.8	16.8	21.4
hp2256	6.3	26.4	32.8	12.8	21.5	24
hp2257	26.4	167.7	212.6	74.6	113.7	139.6
hp2259	6.5	12	12.3	9.1	11.1	10.1
hp2260	9.6	19.5	20.7	9.5	19.1	19.1
hp2261	2.6	63.7	141.5	14.9	47.4	50.6
hp2262	2.5	13.9	16	4.5	13.5	11.4
hp2263	6	53.1	51.1	13.4	40.3	38.8
hp2264	6.8	23.3	42.2	13.7	28.1	20.8
hp2265	12.8	56.7	61.5	28.9	49.8	36.8
hp2266	13.5	44.5	44.2	18.2	45.1	37.7
hp2267	15.3	207.8	175.6	50	170.2	87.2
hp2268	4.4	12.9	10.2	6.6	7.4	10.5
hp2269	3.1	5.3	7.6	3.3	5.8	7.3
hp2270	5.2	26	45.5	12.6	21.4	28.6
hp2271	12.7	73.2	58.1	14.6	46.2	64.6
hp2272	6.4	45.1	56.9	11.6	26	42.8
hp2273	13.8	46.7	40.5	22.5	38.7	34.1
hp2274	3.5	25.1	19.4	10.1	19.1	10.9
hp2275	7	25.3	26.7	12.4	18.8	17.5
hp2276	7	20.8	28.8	16.9	16.9	16.7
hp2279	22.7	53.3	75.5	40.7	54.8	45.8
hp2280	24.5	48.8	68.9	37.6	44.1	54.6
hp2281	15.3	55.8	72.3	20.7	56	45.3
hp2282	20.3	41	36	23.5	37	32.2
hp2283	4	14.6	18	7.9	12.1	9.5
hp2284	48.7	320	445.6	84.4	380.7	270.3
hp2285	2	14.2	15.6	3.3	9.5	11.8
hp2286	2.2	3.2	11.8	2.4	7	5.8
hp2287	5.3	32.1	34.7	10.5	26.9	25.4
hp2289	20.9	102.3	108	48.8	81	49.8
hp2290	12.7	32.9	44.9	25.3	25.6	26
hp2291	4.2	9.7	13.4	7.4	10.7	7.5
hp2293	30	82	154.2	36.8	98.3	90.4
hp2294	13.5	57.2	70.2	22.3	45.9	45.6
hp2295	26.3	219.8	178.1	43.7	141.9	135.8
hp2296	141.4	549.8	451	150.5	445.8	609.4
hp2297	7.1	23.6	29.7	13.3	21.1	20
hp2298	38.7	102.3	214.1	110.2	73.2	91.9
hp2299	3	30.5	23.1	6.5	22.4	17.7
hp2300	2.4	12.2	24.6	4.1	10.9	13.3
hp2301	4.9	19.6	12.4	6.3	14.9	11.4
hp2302	16.9	28.5	48.6	19.7	32.3	33.6
hp2304	10.6	42.2	41	20.7	34.3	22.8
hp2305	8.2	14.3	16.5	6.1	13.7	20.7
hp2306	70.9	115.5	194.2	101.8	135.2	125
hp2307	5.4	18.5	18.5	8.5	14.9	13
hp2308	11	33.2	37.7	19.7	21.8	28.8
hp2309	16	41.2	56.8	29.6	32.8	42.7
hp2310	55.6	195.1	194.4	105.4	145.4	123.3
hp2311	33.3	179.3	269.3	90.2	101.5	148.6
hp2312	4.1	18.3	19.2	10.7	11.1	13.8
hp2313	5.4	17	12.2	11.5	10.5	8.4
hp2314	9.8	22	39	16.9	16	27.8
hp2315	12.5	59.5	69.5	24.4	48.6	50.4
hp2316	5.6	21.3	29.1	14.6	13.3	20.1
hp2317	10.5	39.1	53	23.4	27.9	29.5
hp2318	79.8	206	231.7	129.8	188.1	143.7
hp2319	12.1	38.4	70.9	33.3	24.1	36.1
hp2321	2.4	22.1	32.7	8.4	17.2	14.9
hp2322	13.5	29.6	38.7	21.9	25.6	29.9
hp2323	2.8	74	105.2	14.5	46.5	42.8
hp2324	12.8	87.6	135.4	20.2	95.4	65
hp2325	24.2	170.9	166.5	56.2	119.3	120.1
hp2326	2.5	16.9	18	4.7	14.1	9.6
hp2327	4	164.4	440.2	10.6	167.8	113.7
hp2328	4.1	7.3	6.6	4.9	4.6	9.5
hp2329	12.1	625	1352.3	68.7	501.5	424
hp2330	120.5	325.3	396.7	126	397.2	347
hp2331	2.5	28.1	38.3	7.7	19.7	22.2
hp2332	24.9	74.4	68	43.4	62.4	50.4
hp2334	13.7	67.9	86.6	28.3	53.3	46.8
hp2335	46	132.5	148	74.7	125.3	88.5
hp2336	10.7	14.5	17.7	9.9	15	19.5
hp2337	5.8	70.5	73.3	8	44.6	67.9
hp2338	24.6	110.2	96	37.4	71.4	109.5
hp2339	8	22.2	30.6	13.8	17	25.4
hp2340	9.6	29.5	38.6	16.7	26	27.8
hp2341	3.9	28.6	30	9.6	18.8	21.8
hp2342	4.4	31.3	30.2	10.8	21.6	20.4
hp2343	103.4	283.6	291.1	162.8	253.5	191.8
hp2344	3.8	8	9.4	4.9	6.6	8.2
hp2345	12.5	47.9	58.6	19.3	46.3	35.1
hp2346	16.5	126.3	147.7	38.1	88.8	78.4
hp2347	7.4	429.5	1106.9	18.4	436.6	636.7
hp2348	6.2	38	41	11.5	24.5	30
hp2349	2.7	8.7	11.9	3.1	7.9	10.3
hp2350	39.7	153	137.2	75.3	141.9	85.5
hp2351	3.8	8.7	11.2	3.8	11.1	8
hp2352	5.6	21.9	27.7	9.7	20.4	19
hp2353	13.1	37.4	74.2	24.6	32.7	40.8
hp2354	31.8	180.7	213.7	83.6	151.6	109.4
hp2355	23.1	104.5	142.6	48.2	87.7	91.2
hp2356	2.6	5.7	10.7	6.4	5	5.4
hp2357	8.6	16.4	41.7	27.7	10.7	18
hp2358	13.2	44.8	55.8	21	31.9	54.3
hp2359	4.7	16.5	24.6	8.4	16	15.7
hp2360	11.7	52.2	61.5	26.2	36.6	35.5
hp2361	8.3	19.9	52.8	13.3	25.5	23.2
hp2362	24.5	136.9	161.4	46.8	109.3	94.3
hp2363	12.7	77.4	69.9	27.1	65	43.7
hp2364	39.6	115	151	57.8	118.3	109
hp2365	5.4	19.4	21.8	14.1	11.4	15.5
hp2367	3	28.3	29	10.6	21.9	12
hp2368	20.6	85.2	62.8	34.8	54.8	62.7
hp2369	5.6	14.7	19.5	10	12.9	13.3
hp2370	9.4	38.5	45.5	16	34	33.3
hp2372	19	52.6	61.6	27.3	49.5	42.5
hp2373	10.7	39.2	46.2	20.6	33.5	30.6
hp2374	6.7	19.4	14.4	7.5	14.1	16.5
hp2375	57.1	82.8	132.8	77.6	83.5	101
hp2376	3.8	28.9	30.9	5.6	22.8	23.4
hp2377	7.8	78.2	91.6	18.3	50.9	52
hp2378	7.1	29.6	28.8	14.3	22.8	20
hp2379	30.6	110.9	208.8	69.9	88	126.9
hp2380	3	20.2	16.7	3.5	15.2	16.8
hp2381	4.8	10.6	12.5	5.1	11.7	11.5
hp2382	5.4	10.1	15.4	9.7	7.3	12.4
hp2383	10.2	27.1	33.4	18	23.8	22.9
hp2384	8.3	7.7	13.4	8.4	9.8	10
hp2385	17.2	56.3	66.2	32.3	53.7	34.5
hp2386	5.9	8.9	9.2	6.7	6.3	12
hp2387	6.3	25.7	35.3	7.5	21.7	31.8
hp2388	6.4	20.6	20.7	9.4	15.4	20.4
hp2390	27.1	74.7	108.2	43.1	73.4	73.9
hp2391	13.8	34	31	18.3	28.4	26.7
hp2392	65.7	196.9	227.7	122.8	158.9	142.5
hp2393	16	37	51.5	23.3	33.4	37.3
hp2394	4.7	23.3	22.7	10	18.8	12.2
hp2395	2.8	13.7	11.7	5.6	9	8.1
hp2396	3.4	17.6	36.7	5.6	16.6	21.2
hp2397	4.2	6.7	4.2	3.7	7.5	4.3
hp2398	30.1	117.9	125.3	55	114.1	66.1
hp2400	9.7	24.8	28.8	13.3	20.2	24.5
hp2401	2.8	20	29.5	5.1	18.9	18.9
hp2402	2.7	15.7	20	4.5	14.6	11.8
hp2403	15.9	104.8	164.9	42.3	76.9	77.1
hp2404	12.3	42.5	41.2	24.6	38	24.2
hp2405	6.2	23.4	15.1	7.1	21.6	13.5
hp2406	72.7	98.6	126.6	88	103.8	101.4
hp2407	19.9	86.3	89.6	36.4	60.7	65.5
hp2408	5.3	13.8	18.5	8.1	12	13.2
hp2409	14.7	12.2	11.5	10.4	12.8	15.3
hp2410	15.5	41.8	42.9	25.6	42.3	24.5
hp2411	3.4	25.6	20.3	6.6	16.9	14.7
hp2412	2.6	18.9	22.6	5.1	14.8	13.4
hp2413	2.8	24.2	35.2	7	15.8	23.4
hp2414	5.9	14.3	18.3	7.7	13.2	16
hp2415	4.2	7.5	7.1	5.8	5.6	6.6
hp2416	34.9	36.1	33.4	33.9	30.9	40.5
hp2417	4.2	27.2	19.2	4.5	21	21.2
hp2418	18.7	76.2	105.7	37.3	58.9	65
hp2419	15.7	54.4	67.8	31.5	42.7	41.1
hp2420	15	79.5	93.3	34.8	66.5	51
hp2421	45.2	163.8	173.3	85.3	153.2	102.9
hp2424	3.4	14.8	18.7	10.7	9.8	8.6
hp2425	3.3	6.9	11.1	5.6	6.1	7.7
hp2426	3.2	7.7	10.2	5.3	5.6	8.6
hp2427	35.6	85.9	97.7	49.7	92.7	63
hp2428	4.1	8.2	7.6	4	8.9	6.9
hp2430	10.2	58.3	70.4	13	62.5	48.3
hp2431	4.2	49.7	37.1	10.4	26.2	26.4
hp2432	5.3	62.1	84.9	12.7	44.2	46.3
hp2433	39.2	169.4	163.6	75.7	103.3	133.3
hp2434	3.1	12.6	11.9	5.4	9.8	9.2
hp2435	2.4	19.6	22.3	6.1	14.8	12.7
hp2437	9.2	42.9	31.2	13.9	26.2	35
hp2438	2.9	11.9	13.7	3.3	11.6	11.8
hp2439	21.9	45.9	25	16.9	45.9	31.6
hp2440	9.4	24	31.2	12.8	20.3	27.9
hp2441	42.3	128.5	128.8	65.1	96.2	114.9
hp2442	4.1	7.8	10.2	4.4	7.3	9.9
hp2443	6.2	24	18.9	11.9	14.3	17.1
hp2444	8.1	17.4	13.7	6.8	20.6	13.4
hp2445	2.6	6.6	11.1	4.1	7.8	6
hp2446	3.5	32.8	42.2	9.5	22.3	22.1
hp2447	19.9	35.5	43.9	27.2	34.2	32.8
hp2448	3.6	15	16.5	4.5	12.4	15.3
hp2449	4.8	10	12.5	6.6	10.6	8.8
hp2450	6.2	58.5	62.1	12.7	43.4	39.1
hp2451	4.4	9.6	13	7.8	8.9	7.8
hp2452	5.5	11.2	11.2	5.2	10.4	12.9
hp2453	10.1	18.7	29.1	12.2	17.4	25.4
hp2454	18.7	127.1	144.7	41.9	92.4	86.1
hp2455	4.7	13.2	15.8	5.4	11.8	15.1
hp2456	2.6	43.1	41.9	11.7	23.8	17.5
hp2457	4.5	11.3	12.6	5.6	11.2	10.3
hp2458	149.2	629.9	665.5	303.2	481.3	420.7
hp2459	6	32	54	14.3	22.3	31.5
hp2460	10.7	14.4	13	7.5	14.2	18.8
hp2461	3.5	27.6	31.3	6.8	20	22.9
hp2462	2.4	19.4	34.6	7.1	12	19.2
hp2465	8.6	33.5	41	13.8	28.4	29.8
hp2466	42.2	62.9	183.6	71.1	70.6	95.9
hp2469	4.7	11.8	22.3	10.6	13.5	8.6
hp2471	7	10.5	14.3	5.8	9.8	18.6
hp2473	5.1	30.4	31.2	11.1	18.5	23.2
hp2474	8	23.5	34.5	14	21.1	22
hp2475	2.4	12.8	24.8	6	9.4	13.8
hp2476	4.8	23.9	28.9	12.6	14.5	18.2
hp2477	8.2	121.2	221.8	16.9	102.3	127.2
hp2478	10.5	56	118.7	56.9	27.9	43.8
hp2479	9.5	33.8	55.6	23.2	21.2	36.4
hp2480	4.6	14.9	20.5	15	18.7	5
hp2481	12.6	47	68.9	24.7	37	44.6
hp2482	3.7	38.8	56	11.7	24.5	28.2
