index	CD_1	CD_2	CD_3	Ctrl_1	Ctrl_2	Ctrl_3
hp1525	15.6	47.7	47.6	29.6	42.5	48.8
hp1526	8.2	5.6	14.4	5.8	9	8.3
hp1527	2.5	5.3	4.4	3.1	5.3	5.2
hp1528	2.7	11.9	16.9	8.3	8.5	17.6
hp1529	5.9	15.9	18.2	10.8	16.4	16.3
hp1530	4.9	42.1	25.7	14.5	37.5	25.8
hp1532	17.2	45	55.6	12.1	40	43.3
hp1533	3.1	6.3	7.7	5.6	5	8.1
hp1534	3.6	9	6.9	5	7.5	9.2
hp1535	14	14.6	20.5	10.5	15.8	19
hp1536	10.7	54.4	85.7	20	32.2	31.4
hp1537	32.4	83.4	182.2	104.2	79.3	121.6
hp1538	20	38.1	66.2	27.1	31.6	36.1
hp1539	9.6	33.2	29.7	19.2	26.6	32.9
hp1540	18.8	447.9	610	193.7	342.6	373.1
hp1541	2.7	7.4	8.2	6.5	4.4	10
hp1542	23.3	81.1	83.7	69	69	60.1
hp1543	11.7	45.9	57	22	35.6	19.1
hp1544	5.3	50.5	47.8	20.4	43.4	41.9
hp1545	60.8	211.1	315.9	158.8	175.6	298.4
hp1546	5.2	29.9	38.2	17.2	27.1	31
hp1547	2.4	12.5	12.4	7.3	10.6	10.3
hp1548	18.1	46.6	78.3	40	36.7	87.7
hp1549	7.2	23.8	26.9	13.4	25.3	25.3
hp1550	3.7	9.8	8.8	4.5	8.5	15.1
hp1552	14.2	43.6	50.8	13.6	34.6	34.7
hp1554	2.5	11.6	13.3	6.7	11.3	10.7
hp1555	3.8	22.5	25.6	10.8	18.1	27.3
hp1556	11.5	58	78.9	35.9	55.5	61
hp1557	13.7	37.1	55.6	23.2	46.5	49
hp1558	25	17.7	18.5	23.7	12.5	20.8
hp1559	18.1	37.9	55	20	35.4	32.7
hp1560	19.3	208	214.3	117.3	145.4	149.9
hp1562	4.5	21.8	21.7	12.7	15.3	22.8
hp1563	4.8	6.4	12.6	8.3	7.6	9.1
hp1564	4.4	45.6	52.6	22.6	31.8	44.7
hp1565	10.3	17	14	8.8	19.6	21.6
hp1566	2.5	23.7	18.1	8.7	15.1	21.9
hp1567	2.7	14.7	17.9	6.3	14.6	18.5
hp1568	3.7	24	33.9	12	22.8	28.9
hp1569	20.9	36.8	47.1	23.8	37.4	28.7
hp1570	3.3	11.6	19.2	8.4	12.2	14.8
hp1571	6.5	17.3	46.3	9	16.9	15.7
hp1573	11.9	30.1	37.3	22.2	33.4	29.3
hp1575	5.5	17.4	20.5	4.7	15.6	13.4
hp1576	4.1	7.7	7.4	6.1	3.1	8
hp1577	5.2	17.2	19	2.8	16.6	15.1
hp1578	5.7	26.6	29.2	20.3	18.4	24.1
hp1579	5.9	20.1	21.2	12	17.3	21.5
hp1581	22	34.6	27	20.7	28.8	28
hp1582	1.9	8	9.6	5.6	6.2	8.5
hp1583	5.3	10.4	15	8.1	11.6	13.5
hp1585	2.2	14.8	16.8	7	12.4	15.4
hp1586	13.8	57.8	54.8	34.4	38.3	63.2
hp1587	15.5	33.3	42.4	24.8	34.2	39.3
hp1588	32.3	84.8	122.6	25.1	75.7	89
hp1589	11.2	251.7	278.9	100.3	162.9	194.5
hp1590	9.7	45.1	58.3	7.7	42.4	30.7
hp1591	5.6	22.4	23.2	12.2	16.8	27.2
hp1592	7.2	13.3	15	6.4	13.4	11.4
hp1594	2.9	29.7	38.3	3.4	14.9	19.3
hp1595	3.7	11.1	18.7	5.3	6.6	11.5
hp1596	5.7	11.1	15.8	3.2	12.5	12.8
hp1597	3	7.7	11	4.7	7.1	4.5
hp1598	5.9	27.2	37.7	16.6	23	34.2
hp1599	76.4	90.7	131.2	114.2	80.2	128.3
hp1600	7.1	17.3	22.2	9.4	11.9	15.4
hp1601	32.7	399.2	597.3	172.6	358.7	417.9
hp1602	4.8	35.6	39.9	18.1	27	34.4
hp1604	10.4	36.7	54.1	10.6	31.6	29.7
hp1605	8.8	19.6	24.6	13.5	20	24.1
hp1606	2.9	7	5.7	4.3	6.6	5.9
hp1607	4.8	17.3	15.4	10.2	16	13.4
hp1608	12.7	81.9	82.8	36.6	59.7	90.1
hp1609	4.1	15.7	15.4	7.9	16.8	13.7
hp1610	2.5	24.5	21.1	15.5	17.5	12.2
hp1611	5.5	33.1	42	19.5	33.4	26.5
hp1612	13.8	50.9	71.5	19.4	37.9	35.2
hp1613	2.6	19.4	35.3	5.4	11.6	10.2
hp1614	198.1	274.4	276	299.9	221.4	266.7
hp1615	3.4	11.9	24.3	5	6.5	14
hp1616	12.7	18.2	18	16.3	15.7	19
hp1617	16.6	59.7	71.1	28.2	36.4	38.3
hp1618	3.6	15.6	27.3	3.6	11.4	15.7
hp1619	3.8	18.1	18.4	4.1	11.9	12.4
hp1620	56.7	248.1	249	68.1	134.6	192.3
hp1621	4.7	14	9.9	6.6	14.2	11.2
hp1622	44.1	247.9	306.9	52.7	237.4	110.8
hp1623	2.9	15.5	16	6.5	18	13.2
hp1624	12.2	70.1	109.9	58.1	52.6	70.9
hp1625	72.5	428.3	484.1	103.3	319	200.6
hp1626	2.3	14.1	18.7	10.4	12.8	10.2
hp1627	16.9	36.7	48.8	29.5	40.8	37.4
hp1628	26.2	73.5	79	54	64.2	68.5
hp1629	9.5	53.2	69.8	4.9	46.5	49.7
hp1630	37.1	109.2	119.9	26.3	96	98.8
hp1632	16.5	76	83.1	55.9	56.1	63.4
hp1633	15.6	47.4	48.1	19.5	35.5	31.6
hp1634	27.8	157.9	214.6	33.7	107.4	109.9
hp1636	2.9	14.5	12.3	5.7	11.4	15.6
hp1637	7.9	20.4	25.6	15.1	20.4	20.8
hp1638	2.8	7	8.8	3.6	6.4	4.8
hp1639	4.7	23.7	23.1	14.1	18.9	18.6
hp1640	54	173.2	199.2	132.4	144	161.8
hp1641	5.8	9.5	10.7	10.6	5.2	16.7
hp1642	2.9	13.3	15.9	6.4	11.9	16.3
hp1643	4.8	31.1	30.2	18	20.4	26.1
hp1644	6.3	22.4	21.9	18.1	16.5	17.3
hp1645	3.6	22.5	29.1	7.2	13.7	10.8
hp1646	5.3	37.1	30.2	5.1	24.7	19.4
hp1647	21.5	97.2	101.8	53.8	83.1	89.3
hp1648	20.1	62.6	62.4	35.9	57.9	60.9
hp1649	4.6	19.1	32.9	13.4	18.3	24.3
hp1651	12	53.9	57.3	14.7	39.1	32.9
hp1652	3.7	12.3	17.4	8.2	13.4	13
hp1653	3.3	5.7	9	7.4	6.3	5.3
hp1654	10.5	45.6	53	37.3	37	34
hp1655	14.2	69.1	75.3	42	50	67.8
hp1656	8.5	84.3	99.9	29.8	75	86.3
hp1657	28.1	17.5	14.3	14.4	31.9	21.6
hp1658	20.7	62.7	50.7	17.4	46.5	48
hp1659	8.9	26.7	31.8	16.3	28.3	27
hp1660	11.7	65.3	64.2	28.2	62.6	56.7
hp1661	10.3	49.8	48.1	16.2	29.3	27.5
hp1662	13.3	48.8	72	48.1	31.3	57.9
hp1663	2.4	35	39.3	17.8	25.1	21.9
hp1664	2.4	23.4	22.6	10.6	15.2	19.4
hp1665	15.4	74.9	84.3	20.3	69.5	33.5
hp1666	23.1	52.7	61.2	43	57.3	43.5
hp1667	4.4	51.8	35.8	10.7	47.5	43.9
hp1669	14.4	173.5	120.8	19.2	304.9	180.9
hp1670	18.7	92.9	68.1	37.8	74.2	77.4
hp1671	41.3	157.8	181.2	105.6	122.3	159.5
hp1672	8.5	42.2	36.4	18.7	36.3	35.8
hp1673	7.5	18.8	21.8	8.8	17.9	12.8
hp1674	12.5	30.8	31	28	18.7	33.5
hp1675	7.5	36.1	44.4	18.8	31.2	40.2
hp1676	4.3	21.4	16.8	5.7	21.9	25.8
hp1677	3.8	6.1	13	5.7	8	10.1
hp1678	8.8	25.6	15	12.4	15.5	26.5
hp1679	24.1	76.4	93.1	30.8	58.2	57
hp1680	6.4	37.3	63	32.9	31.2	32.6
hp1681	26.5	67.6	84.9	59	59.3	65.6
hp1682	4.9	31.2	53	21	25.9	34.4
hp1683	4.3	18.4	26.8	8.4	18.8	27.3
hp1686	5.1	22.6	19.1	14.1	19.2	14.2
hp1687	4.4	13.3	20.4	7.5	17.4	16.2
hp1688	7.9	48.9	52.3	15.3	23.1	27.8
hp1689	3.5	48.1	67.5	19	40.3	44
hp1690	16.6	69.6	114.8	38.3	71.4	97.9
hp1691	3.6	11.3	19.1	5.4	16.8	16.6
hp1692	2.4	11.3	17.3	3.2	8.1	8.5
hp1693	2.4	14.3	19.2	7.3	11.8	16.3
hp1694	9.3	49.2	61.4	26.8	39.2	53.3
hp1698	6.5	31.1	36.2	9.6	22.7	17.6
hp1699	5.9	10.3	7	8.2	7.2	5.9
hp1700	3.1	26.4	28.7	4.9	12.3	16.3
hp1701	45.8	347.2	340.9	45.9	244.1	198.1
hp1702	21.7	90.9	103.3	72	64.7	76.4
hp1703	23.3	79.2	80.1	55.7	73.5	57.2
hp1704	6.8	18.1	20.4	10.1	19.8	19.3
hp1705	6.5	31.2	79	12.2	20.9	27.3
hp1706	13.8	78.3	92.8	15.6	40.6	71.9
hp1707	39.5	85.5	127.7	101.2	59.1	109.4
hp1709	4.7	15.7	15.7	7.9	12.3	19.9
hp1710	14.5	42.6	29.5	16.8	30.7	24.1
hp1711	43.6	166.1	173.1	66.4	101.4	111.4
hp1712	42.9	170.5	153.2	66	117.6	87.2
hp1713	4	9	12.4	7.8	8.2	10.2
hp1714	14.7	35.2	28	15.7	32.6	42.5
hp1715	5.5	21.5	30	14.4	25.7	17.1
hp1716	4.6	21.3	24.3	10	20	22.1
hp1717	2.7	10.9	19.7	8.5	13	10
hp1718	3.3	11.6	15.2	6.3	10.8	15
hp1719	6.2	164.2	158.3	41.5	103.3	126.5
hp1721	2.4	32.6	42.6	18.5	19.1	25.5
hp1722	3.3	13.5	24.8	7.9	18.3	15.2
hp1723	4.6	21.8	17.7	11.7	15.9	16.3
hp1724	2.9	11.3	15.6	6.6	11.6	11.8
hp1725	4.1	35.1	27.4	7.1	21.8	11.6
hp1726	2.8	58.7	17.4	10	39.1	20.2
hp1727	7.4	22.1	19.1	8.6	14.5	16.8
hp1728	2.2	18.6	28.4	9.3	20.7	14.6
hp1729	5.8	22.2	23.1	11.7	21.9	19.3
hp1730	2.2	39.7	73.7	19.6	32.5	32.7
hp1731	11	13.1	16.8	11.4	14.1	13
hp1732	7	9.1	6.4	7	3.8	11
hp1733	2	21.6	21.2	10.1	10.7	20
hp1734	91.5	103.1	128.9	117.9	78.4	111.9
hp1736	11.4	13.4	23.6	13.5	11.1	18.4
hp1737	10.5	27.1	27.5	12.6	19.1	22.6
hp1738	3.6	15.3	29.6	6.4	11.9	11.1
hp1739	13.2	38.7	43.5	14.8	32.5	29.7
hp1740	8.3	7.4	9.9	8	7.2	9.5
hp1741	7	26.9	32.8	10.5	19.3	17.8
hp1743	2.8	12.3	14.6	9.5	8.6	10.6
hp1744	37	102.5	116.5	69.6	107.1	87.4
hp1745	11.4	20.7	38.3	19	16.9	19.5
hp1746	11.7	54.8	49.6	24.2	51	44.4
hp1747	7.5	21.7	20.5	11.5	20.4	21.2
hp1749	71	41.7	71.2	62.3	68.4	59.5
hp1750	15.5	26.4	43.3	16.7	21.3	34.8
hp1751	4.4	11.5	11.8	7.6	7.3	7.7
hp1752	6.6	19.7	19.6	8.3	12.9	15.8
hp1753	5.2	8.4	12	6.4	7.9	8
hp1754	18.7	35.5	23.6	25.3	21.8	35.8
hp1755	15.9	141.5	131.5	58.6	93	114.6
hp1756	10.4	20.2	19	13.8	16.3	22.8
hp1757	3.7	30.2	31.4	11.7	24.3	26.1
hp1758	6.6	51.2	59.8	12.1	27.7	28.3
hp1759	6.7	14.7	15.2	13.8	9.5	15.1
hp1760	20.3	122.3	238	87.5	108.4	132.5
hp1761	6.7	106.2	94	25.5	69.7	99.1
hp1762	10.5	31	32.1	13.9	27.3	18.5
hp1763	78.4	402.4	272.8	172.6	312.5	267.7
hp1764	33.6	218.1	202.3	114.4	138.5	174.6
hp1765	9.2	97.9	33.7	17.3	83.4	46.5
hp1767	6.6	33.3	37.2	6.5	23.4	27.3
hp1768	7	31.8	39.1	22	24.4	27.8
hp1769	3.2	60.7	37.8	11.8	35.3	46.8
hp1770	13.6	61.4	68	34.7	50.6	55.1
hp1771	3.2	30	33.1	16.4	21	19.6
hp1772	15.8	25.6	49.4	32	26.5	33
hp1773	26.8	16.3	45.4	19	35.5	41.9
hp1774	19	182.9	264.5	77.8	136.4	201.2
hp1775	19.1	49.8	52.7	28.6	49.6	50.5
hp1776	20.5	50.5	69.1	34.8	48.8	61.8
hp1777	32.7	85.6	79.3	47.2	71.4	47.7
hp1778	6.5	11.6	12.8	5.4	9.4	13.8
hp1779	7.5	22.5	23.2	15.2	18.7	20
hp1780	9.8	44.9	58	20.9	42.4	51.3
hp1782	2.7	4.9	5.7	2.2	6.4	3.7
hp1783	3.8	4.7	7.2	3.5	4.9	5.9
hp1784	125.3	465.7	508.3	230.7	410.4	504.2
hp1785	10.2	22	29.1	12.7	24.3	30.6
hp1786	83.1	266.1	579.7	126.5	251.6	227.3
hp1787	12.3	34	35.6	13.9	25.1	29
hp1788	38.8	101.2	96.1	56.4	76.4	64.4
hp1789	11	70.6	79.1	37.9	49.1	61.6
hp1790	3.9	10.1	12.3	7.9	8.8	9.8
hp1791	5	90.1	28.5	6.4	37.6	21.3
hp1792	14.7	42.8	45.9	18.1	33.2	32.7
hp1793	7.6	39.7	37.1	13.5	41.5	36.1
hp1794	4.4	9.8	12.4	5.9	5.6	11.3
hp1795	2.7	13.3	14.6	8.3	9	11.8
hp1796	11.9	43.5	56	21.1	30	28.6
hp1797	2	16.5	18	6.2	11.9	16.7
hp1798	10.5	25.2	26.2	12.4	24.4	16.6
hp1799	8.7	36.3	38.6	17.9	32.7	34
hp1800	4.9	23.2	15.8	3.5	15.2	18.2
hp1801	10.9	20.6	37.4	17.4	21.4	32.5
hp1802	5.9	18.9	24.1	7.9	18	12.1
hp1803	5.3	39.4	59.3	14.7	17	24.4
hp1805	8.4	24.4	30.4	13.8	26.5	25.6
hp1806	3.2	5.5	6.4	3.6	6	6.9
hp1807	2.6	4.3	8.3	5.4	3.9	6
hp1808	12.6	13.6	31.9	17.9	17.1	23.9
hp1809	3.1	13.6	24.2	7	14	19.2
hp1810	41	46.8	111	25	111.4	132.9
hp1811	7.3	24.7	22.9	14	17.9	24.3
hp1812	9.5	17.6	32.4	12.3	17.1	18.3
hp1814	11.2	35.8	38.7	23	30	33.2
hp1815	5.8	18.3	36.9	19.2	13.1	26.3
hp1816	4.5	4.3	4.4	3.5	5.6	4.9
hp1817	10.5	34.4	62	26.9	33.2	41.4
hp1818	3.9	23.9	32.8	7.7	22.1	36.2
hp1820	6.5	65.4	58	25.5	53.7	36.6
hp1821	3.9	16.7	17.7	10.5	9.3	19.1
hp1822	17.3	33.4	41.3	19.8	39.3	41.9
hp1823	44.1	210.8	203.6	105.2	186.8	157.2
hp1824	3	9.8	10.6	4.9	7.9	12.4
hp1825	4.7	23.7	24.5	8.6	21.4	26
hp1827	2.2	32.9	79.3	12.6	26.5	48.6
hp1828	2.4	31.6	29.7	10.4	23.9	19.8
hp1829	3.2	27	29.9	10.9	19.2	24.4
hp1830	10.6	48.1	61.3	10.9	33.5	47
hp1831	3.9	9.5	14.5	4.1	12.6	16.7
hp1832	7.1	16.7	22.3	11.2	18.2	18.2
hp1833	3.5	13.9	16.5	7.6	10.7	15.9
hp1835	7.7	39.9	49.3	13.2	22.6	29.2
hp1836	22.3	96.6	147.1	63.4	81	104.4
hp1838	12	53.1	66.4	19.6	53.1	24
hp1839	55.3	82	100.5	67.2	69.5	83
hp1840	38.4	125.2	143.6	83.1	122.4	99.3
hp1841	4.8	38.8	29.3	12.6	25.9	30.8
hp1843	7	21.6	23.1	11.2	11.7	18.6
hp1844	5.1	15.9	24.5	8.4	12	12.8
hp1845	7.2	55.5	68.8	20.2	45.6	58.6
hp1846	2.1	8.3	12.3	3.2	10.5	11.4
hp1847	8.9	12.3	20.2	13.2	14	9.6
hp1848	6.3	31	27.1	8.5	25.1	15
hp1849	37.2	96.2	165.8	36	77.5	131.7
hp1850	5.7	21.6	25.3	19.4	12.2	20.4
hp1851	4.5	20.5	44.5	7.9	16.3	17.2
hp1852	14.7	31.8	50.9	31.8	33.8	30.4
hp1853	2.4	14.5	14.8	2.4	9	11.9
hp1854	5.7	10.5	9.3	5.4	10.3	8
hp1855	224.6	429.8	581.3	355.2	417.7	487.5
hp1857	9.4	25.2	34	15.3	24.4	31.3
hp1858	10.2	21.7	27.2	11.6	17.5	22.1
hp1859	3	6.1	11.3	5.7	4.3	6
hp1860	7.9	46.3	67.7	24.8	39.2	46
hp1861	4.6	35	39.3	8	23.5	17.6
hp1862	4.1	11.7	22	5.1	12.4	10.3
hp1863	7.5	35.8	36.1	8.1	28.6	24.6
hp1864	2.9	13.2	33.1	3.8	8.1	114.7
hp1865	4.4	13.2	16.8	8.6	10.1	16.4
hp1866	33.3	22.4	22.2	44.2	19.9	23.7
hp1867	6.5	9.1	12.9	7	11.4	7.8
hp1868	9.2	24	29.5	14	18.4	18.5
hp1869	9	13.2	27.7	16	10.2	15
hp1872	18.6	77.7	107.8	56.8	66.2	65.7
hp1873	3.8	19.2	17.5	3.1	15.8	14.3
hp1875	28.8	16.9	17.4	19.8	17.7	20.7
hp1876	4.4	20.4	22.6	10.7	15.9	18.7
hp1877	3.2	16.6	16.6	9.2	14.9	10.3
hp1878	24	115.6	174.9	71.8	96.9	117.3
hp1879	4.1	12	12.6	7.6	14.6	7.9
hp1880	14.3	54.7	31.7	24.3	36.1	39.7
hp1881	16.4	48.7	56.8	18.5	42.7	39.4
hp1882	83.2	226.8	257.6	118.8	211	140.7
hp1883	3	18.4	20.4	7.9	14.7	16.9
hp1884	7	25.1	28	9	20.3	17.7
hp1886	51.9	83.6	99.4	53.4	99	102
hp1887	15.7	74.8	94.9	31	43.8	50.9
hp1888	3.5	23.1	32.2	5.7	17.1	14.4
hp1889	3.8	6.6	3.3	2.7	7.8	5.4
hp1890	3	16.9	13.9	5.6	17.4	11.9
hp1891	3.9	5.3	5.1	6.8	3.8	4.8
hp1892	5.3	9.8	18.2	7.7	12	14
hp1893	147.9	327.3	422.9	195.4	246.6	321.5
hp1894	4.6	22.8	18.5	7.3	22.1	19.3
hp1895	11.8	72.8	166.4	40.1	81.6	84.8
hp1896	88.3	208.8	242.6	127.3	201.7	132
hp1897	9.2	35.4	38.4	14.2	23.1	25.6
hp1898	26	74.8	102.3	47.2	70.6	85.5
hp1899	7.6	21.4	25.1	14.3	17.7	22.2
hp1900	154	380.9	467.4	266	316.7	437.4
hp1901	18.1	29.8	37	18.8	27	32
hp1903	6.5	16.5	19.4	12.4	13.1	17
hp1904	2.5	11.3	14.2	5.4	13.1	9
hp1905	6.6	45	81.7	15.4	27.8	30.1
hp1906	14.8	1491.8	977.3	42.3	1686.4	1292.1
hp1907	8.3	38	31.8	23.5	27.9	22.7
hp1908	2.8	22.5	25.1	8.8	16.2	20.2
hp1909	14.5	21.9	32.8	16.9	26.7	28.9
hp1911	63	250.3	198.8	110.7	200.9	203.4
hp1912	11.7	19.6	10.9	14.6	10.7	13.6
hp1914	4.3	12.1	16.1	10.1	10.9	10.5
hp1915	7.3	16	15.5	8.4	16.4	17.1
hp1917	13.6	44.5	41.1	19.9	43.5	40.7
hp1918	156.9	558.4	468.2	255.7	490.5	461.3
hp1919	3.8	25.7	49.5	8.2	17.4	18.1
hp1920	24	205.3	85.3	81.1	95	90
hp1921	10.7	19.2	30.3	13.1	28.8	22.1
hp1922	6.1	4.9	10.5	7.8	8	4
hp1923	11.8	32.8	38.4	14.6	32	23
hp1925	8.4	34.7	51.6	25.3	31.7	29.3
hp1926	7.5	18.4	24.7	13.2	16.9	20.6
hp1927	3.6	11.4	5.6	4.8	6.4	5.7
hp1928	22.1	31.6	36.7	26	31.2	27.8
hp1930	10.5	36.4	62	22.6	38.4	42.1
hp1931	7.3	27.3	17.5	12.1	27	15
hp1932	9	27	35.5	10.2	23.5	24.7
hp1933	21.6	71.3	109.5	44.6	77.7	72.2
hp1934	11.9	212.4	286	63.4	148.8	172.8
hp1935	2.6	6.3	9.5	4.4	5.2	9.5
hp1936	7.7	29.9	38	13.1	23.2	19.4
hp1937	3.1	9.7	11.3	5.4	7.9	5.8
hp1938	27.1	52.3	55.3	21	51.9	54.3
hp1939	7.3	18.4	26.6	17.1	14	20.2
hp1940	5.4	12.2	15.1	5.7	13.4	9.6
hp1941	20.3	75.6	217.9	55.3	52.4	67.6
hp1942	3.6	15.4	19.4	7.9	10.4	8.6
hp1943	11.3	26.4	21.7	13.8	25.4	23.2
hp1944	5	25	21.4	9	12.8	15.6
hp1945	13.7	28.5	29.5	14.2	24	26.7
hp1946	7.2	13.3	14.1	5.7	13.5	13.5
hp1947	36.3	121.9	133.3	48.9	96.8	88.4
hp1949	7.9	16.7	27.4	13.4	22.4	16.1
hp1950	6.1	20.3	25	11.2	21.5	18.4
hp1951	2.9	14.1	33	4.9	10	15.5
hp1952	2.7	4.3	7.8	3	6	6.7
hp1953	91.8	2321.8	2371.1	158.6	2340.6	3830.3
hp1954	4.8	12.4	8.3	3.6	10.6	9.6
hp1955	1.9	8.1	14	5.3	4.8	5.5
hp1957	3.9	23.3	24.3	13.3	21.3	12.2
hp1958	2.9	20.9	66	3.5	24	21.8
hp1960	3.2	7.3	12	6.6	8.1	7.1
hp1961	18.2	65.7	61.5	36.7	55.3	49.8
hp1962	10.2	32	60.7	28.9	29	34.8
hp1963	10.7	50.1	112.6	38.5	25	37.4
hp1964	13.8	65.5	68.9	32.2	49.8	57.9
hp1965	5.6	40.6	36.8	18.5	24.7	29.7
hp1966	9.2	35.9	46	27.3	24	33.7
hp1967	5.1	39.7	52.6	22.6	27.9	29.2
hp1968	9.1	42.6	73.7	33	31.6	43.4
hp1969	15	34.1	41.7	26.5	33.8	30.1
hp1970	3.9	13.2	12	4.9	9.1	9.9
hp1972	6	78.5	91.4	28.1	65.1	45.3
hp1973	2.3	5	6.4	3.9	4.8	4.8
hp1974	17.4	36	51.7	22.2	30.3	37.6
hp1975	4.8	13.8	23.2	7.2	15.7	20
hp1976	55.9	126.6	138.2	83.1	117.6	80.3
hp1977	6.2	17.2	27.1	10.3	11.9	17.1
hp1978	74.3	279.4	335.5	104.8	279.3	162.5
hp1979	13.9	35.2	43.8	23.7	22.2	31.3
hp1980	8.5	26.2	15.5	11.3	20.2	19.6
hp1981	2	13	12.3	5	8.2	5.1
hp1982	2.7	13	13.9	5.4	11.8	11.4
hp1984	38.1	160	187.2	73.9	136.2	166.9
hp1985	2.8	43.5	37.8	11.7	31.1	24.6
hp1986	18.9	364.1	284.8	62.7	170.6	91.9
hp1987	13.1	74.5	78.3	34.8	67.8	49.6
hp1988	5.9	22.1	14.7	14.5	17.2	10.2
hp1989	2.7	15.6	19.5	5.5	12.5	19.2
hp1990	4.6	9.7	12.1	7.3	8.7	10.4
hp1991	13.2	54.8	63.3	14.1	47.5	44.8
hp1992	4.8	23.2	22.5	5.2	18	17.4
hp1993	2.4	16.9	21.4	3.3	12.4	12
hp1994	11.1	51.5	66.4	23.2	54.8	45.2
hp1995	6.5	31.3	26.9	13.2	17.5	16.8
hp1996	10	23.2	28.4	8.7	20.8	26.9
hp1997	10.3	38.7	36.7	21.8	31.3	29
hp1998	24.5	150.7	169	66.3	99.8	148.1
hp1999	5	47.4	67.8	15.2	40.9	46.7
hp2000	7.9	18.7	39.3	16.7	20.5	23.5
hp2001	2.7	63.5	76.8	8.2	66.1	55.9
hp2002	82.6	52.3	61.4	60.3	61.3	79.7
hp2003	41.6	242.2	206.2	109.9	164.4	170.5
hp2005	6.7	37.2	28.1	12	31.7	27.6
hp2007	59.9	43.7	48.6	39.7	58.4	61
hp2008	4.8	12.5	19.6	10.4	12.6	11.9
hp2009	18.5	56.6	69.7	29	47	40.1
hp2010	17.8	20.3	13.6	17.1	19.8	15.8
hp2011	24.1	123.6	420.5	89	89.7	90
hp2012	6.1	31.1	33	12.7	23.5	31.3
hp2013	16.9	51.2	50	26.2	43	50
hp2014	4.1	3.8	8.2	3.7	6.1	4.8
hp2015	4.3	13.7	15.9	5.7	11.5	10.6
hp2016	16.2	140.3	154.9	32.4	118	54.3
hp2017	237.4	747.8	766.3	351.3	701.9	734.8
hp2019	10.4	37.8	42.9	21	34.1	32.1
hp2020	24.1	266	341.9	77.4	225.3	226
hp2021	5.5	45.2	53.1	8.1	32.5	29.2
hp2022	7.8	19	22.5	8.5	22.2	13.6
hp2023	100.4	323.4	442.8	218.3	250.9	356.1
hp2026	4.2	11.5	13.7	5.7	12.2	12.6
hp2027	28.9	67.8	69	37.4	57.2	51.8
hp2028	7.6	25.4	31.4	23.8	17.9	19.1
hp2029	13.3	17.4	23.4	13.2	18.6	25.9
hp2030	11.5	37.8	61.4	23.1	37.8	42.6
hp2031	4.3	19.3	21.9	10.4	14.3	17.1
hp2032	2.7	7.9	9.1	3	5.5	8.6
hp2033	16.9	42	58.5	26.5	34.9	35.2
hp2034	68.7	181.2	199	74.3	138.2	185.9
hp2035	5.1	24.8	26.9	13.8	21.8	16.1
hp2036	10.8	31.6	36.8	12.4	37.8	19.6
hp2037	19.7	73	88.5	31.6	49.1	60.1
hp2039	3	23.5	43.4	14.2	16.8	21.2
hp2040	6.7	48.4	80.8	11.5	43.5	31.3
hp2041	12.8	76.2	83.5	32.6	68.4	54.4
hp2043	5.8	22	27.4	16.5	13.5	21.4
hp2044	7.8	32.9	40.4	17.1	26.4	32.2
hp2045	3.2	9.4	10.1	4	10	9.9
hp2046	39.8	15.4	16.1	18.5	17.6	24.7
hp2047	65.3	182.6	223.3	117.2	160.5	111.1
hp2048	7.3	21.4	42.3	11	17	25.2
hp2049	20.3	78.9	64.5	20.5	63.5	57.2
hp2050	4.6	2.3	3.3	2.6	3.6	4.3
hp2051	5.7	27.3	21.8	10.9	21	20.2
hp2052	22.3	99.8	117.8	55.2	81.3	81.6
hp2053	4.9	17.4	19.6	4.6	16.2	16
hp2054	47.3	139.9	148.2	77.5	127.1	126.8
hp2055	8.1	58.4	79.5	27.8	45.7	46.4
hp2056	13.9	42.5	53.1	40.1	32.5	31.2
hp2059	18	76.3	84	65.7	53.3	44.9
hp2060	90.5	237.9	268.1	155.8	221.2	207.8
hp2061	20.9	53.8	56.6	29.3	49.4	35.5
hp2062	2.3	8.4	6	3.6	4.6	5.4
hp2063	5.6	84	77.9	20.8	53.6	57.5
hp2064	5.6	27	25.4	15.4	16.5	20.7
hp2065	12.9	27.1	35.5	19.1	25	31.5
hp2066	7.4	23.3	37.8	20.9	24.8	16.9
hp2067	5.7	28.9	28.9	14.4	18.6	24.7
hp2068	7.1	39	58.4	13.9	34.6	51.2
hp2069	5.4	9.9	9.5	6.6	11.2	7.9
hp2070	3.1	5.7	10.5	5.5	5.2	8.1
hp2071	11.9	49.2	71.9	31.3	39	47.9
hp2072	3.3	28.1	46.5	11.2	21.5	29.6
hp2073	3.4	27.7	32.8	10.3	20.9	22.4
hp2075	44.2	208.8	271.5	124.1	176.2	160.3
hp2076	3.3	12.5	13	6.5	9.4	11.8
hp2077	2.6	10.7	22.9	3.9	10.4	10.3
hp2079	70.1	73.2	124.7	105.9	59.4	88.6
hp2080	4.3	3.8	8.6	6.2	2.6	7
hp2081	6.7	120.2	96.3	21.2	75.9	85.4
hp2082	4.4	35.2	52	13.9	27.7	32.7
hp2083	8.7	12.2	13.5	9.7	10.5	15.7
hp2084	8.3	20.9	31.3	16.3	22.3	18.8
hp2085	15.3	127	72.7	23.2	97.2	96.3
hp2086	15.3	404.3	196.6	31	111	189.6
